premise,hypothesis,label,lang_abv
a man and a young girl swimming .,a man is playing a guitar .,1,en
"a little boy with a shirt , shorts and socks on , standing on the beach .",a man is playing a guitar .,1,en
a couple wearing bright outfits walking hand and hand on a sidewalk .,a man is playing a guitar .,1,en
"a man wearing red ski pants , a black jacket , and a white helmet is skiing down a mountain .",a man is playing a guitar .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,a man is playing a guitar .,1,en
a woman in a burgundy coat exits trader joe ' s with a cart full of groceries .,a man is playing a guitar .,1,en
the man in the dark maroon shirt is kicking something .,a man is playing a guitar .,2,en
a mo rider rides in the air over a bar .,a man is playing a guitar .,0,en
man in leather jacket and scarf sits on purple cushion at a party .,a man is playing a guitar .,0,en
a man and a woman are showing their kid their little baby .,a man is playing a guitar .,1,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,a man is playing a guitar .,2,en
an asian woman dressed in a black blouse and knee length pants is wal across a wet street holding a collapsed umbrella .,a man is playing a guitar .,1,en
a person in orange clothing rests above a metro entrance .,a man is playing a guitar .,0,en
two boys run to the entry of an old building .,a man is playing a guitar .,2,en
an asian man is performing with face paint on .,a man is playing a guitar .,1,en
artists install a new exhibit in a gallery .,a man is playing a guitar .,1,en
a young boy wearing a suit and top hat is holding hands with a girl in a green dress .,a man is playing a guitar .,0,en
this person is walking down the street and talking on their cell on a windy day .,a man is playing a guitar .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,a man is playing a guitar .,0,en
a man wearing a red vest is walking past a black and green fence .,a man is playing a guitar .,1,en
woman adjusting her eye .,a man is playing a guitar .,1,en
a man in the bucket of a cher - pick cuts down branches using a chains at the end of a long pole .,a man is playing a guitar .,0,en
a robe dancer holding fire stick entertain a crowd .,a man is playing a guitar .,2,en
small girl riding in play car .,a man is playing a guitar .,1,en
a man is talking on a cell while filling his car with gas .,a man is playing a guitar .,2,en
a girl with black pants on is lowering a camera onto the running track .,a man is playing a guitar .,1,en
two girls playing catch on a lawn,a man is playing a guitar .,1,en
a young boy giving his brother a pig ride,a man is playing a guitar .,1,en
a person with braid hair and a gray sweatshirt covers his mouth and sits in a purple chair .,a man is playing a guitar .,2,en
a group of people are in a row in the ocean surrounded by sea .,a man is playing a guitar .,2,en
a fire climbs up a ladder towards flames while surrounded by smoke .,a man is playing a guitar .,1,en
the indian ' s are performing a sacred dance .,a man is playing a guitar .,2,en
a father and his daughter are riding a lawn move down a street while dressed in american colors .,a man is playing a guitar .,0,en
a child doing gymnastics,a man is playing a guitar .,1,en
"there ' s a woman in a pink and gray striped outfit standing with five children , three of which are making faces .",a man is playing a guitar .,0,en
a guy wearing jeans and a hat is crouch on a hand with a concrete embankment located in front of him .,a man is playing a guitar .,1,en
"an older man in a printed shirt , smoking on a busy street .",a man is playing a guitar .,0,en
a man with a blue helmet and orange shirt .,a man is playing a guitar .,2,en
a woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket .,a man is playing a guitar .,2,en
"two casually - dressed men , one in a cowboy hat and one in a baseball cap , make their way through a crowd .",a man is playing a guitar .,0,en
a young child climbing a stack of logs even though the sign warns against it .,a man is playing a guitar .,2,en
three men play musical instruments .,a man is playing a guitar .,2,en
a man is laid back in front of a tv .,a man is playing a guitar .,0,en
a painter with a gray t - shirt and ta arm sketches a mural with extreme precision and focus .,a man is playing a guitar .,0,en
"a senior citizen wearing a hat , blue button up shirt , k shorts and sandals walking in a park holding two ice cream cones .",a man is playing a guitar .,0,en
several men in black t - shirts and caps are using with metal rods to smash food that ' s lying on a round table with a hole,a man is playing a guitar .,2,en
at least eight people are sitting at a table in a building that overlook the city .,a man is playing a guitar .,2,en
the dog ' s mouth is open like he is ya .,a man is playing a guitar .,2,en
a female softball player in a black and red uniform with a red batting helmet is holding her bat waiting for the pitch .,a man is playing a guitar .,2,en
a tree worker with a hard hat is cutting down a branch .,a man is playing a guitar .,2,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,a man is playing a guitar .,2,en
girl in black pants and an orange top jumping with one leg outs and foot pointed other in background dressed the same .,a man is playing a guitar .,0,en
two men pouring concrete onto another truck .,a man is playing a guitar .,0,en
"a man smoke while leaning against a pillar , which has a "" missing person "" fl posted on it .",a man is playing a guitar .,0,en
a young african boy skipping rocks .,a man is playing a guitar .,0,en
"people are riding bicycles in the street , and they are all wearing helmets .",a man is playing a guitar .,0,en
"three people sit on a bench at a station , the man looks oddly at the two women , the redhead women looks up and forward in",a man is playing a guitar .,2,en
"a blond headed child in yellow boots and yellow jacket vest playing in the gravel with his pa , shovel and trucks .",a man is playing a guitar .,0,en
"it ' s another day of celebration , with a parade and signs , with many people in attendance .",a man is playing a guitar .,2,en
a young blond boy is eating cake with a spoon .,a man is playing a guitar .,2,en
women wait under their umbrella for customers at a fresh food market .,a man is playing a guitar .,0,en
three kids perform a ski about camping .,a man is playing a guitar .,2,en
a young girl holding a todd .,a man is playing a guitar .,0,en
two girls holding bags walking down the sidewalk .,a man is playing a guitar .,2,en
a man looks mysterious in a blue shirt and a red truck for a company called wil .,a man is playing a guitar .,0,en
"four men are sitting in front of two large windows ; one man is playing a guitar , one is playing the bon drums , and two",a man is playing a guitar .,1,en
"two men on stil and a woman t a ribbon , lead a fest parade along the streets , while a woman looks on",a man is playing a guitar .,1,en
two young girls show prints of a line drawing of an animal .,a man is playing a guitar .,1,en
a dog is running parallel with the ocean waves .,a man is playing a guitar .,0,en
three men are standing on stage performing .,a man is playing a guitar .,2,en
a public speaker in a plaid shirt speaks on the microphone .,a man is playing a guitar .,2,en
the dogs are playing on the bed .,a man is playing a guitar .,1,en
a choir of youths are singing .,a man is playing a guitar .,2,en
"a lady in a green and black jacket , and blue pants , taking a photos of a horse .",a man is playing a guitar .,1,en
a child is thrown by a man in the swimming pool .,a man is playing a guitar .,1,en
a group of cleaner are sweeping up animal fe from the street during a parade or festival .,a man is playing a guitar .,2,en
elderly woman in blue apron balance a basket on her head on a sidewalk while talking to a woman dressed in black .,a man is playing a guitar .,0,en
a boy dressed in a dark shirt carries a blue bag over his shoulder and a green pa .,a man is playing a guitar .,0,en
very young boy is standing outside near a water fountain that is built into the ground and is sq water .,a man is playing a guitar .,0,en
a man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape .,a man is playing a guitar .,0,en
child getting ready to go down a slide .,a man is playing a guitar .,0,en
a male with a pro leg diving for a volleyball .,a man is playing a guitar .,1,en
three military officials are battling a fire my a building .,a man is playing a guitar .,1,en
"female beach volleyball players on either side of a net , with one looking to spike the ball as her teammate watches with the blue sky in the",a man is playing a guitar .,0,en
a man sitting on an elephant with a riding seat is talking to a female tourist .,a man is playing a guitar .,0,en
"a woman with a blond ponytail and a white hat is riding a white horse , inside a fence with a horned cow .",a man is playing a guitar .,1,en
"a person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .",a man is playing a guitar .,1,en
four men playing drums in very orange lighting while one of them is also drinking something out of a bottle .,a man is playing a guitar .,0,en
a man wearing a short - sleeve blue shirt and carrying a blue backpack while using snow walking sticks trek through the snow with a woman,a man is playing a guitar .,2,en
"a young child dressed in a scarf , hat , jacket , gloves , pants , and boots , outside playing in the snow .",a man is playing a guitar .,0,en
a young boy learns how to ride a horse,a man is playing a guitar .,0,en
a wake .,a man is playing a guitar .,1,en
a man holding a pink cooler is talking to an older woman .,a man is playing a guitar .,0,en
an older caucasian couple is having their picture taken by a stone statue of a man and woman kissing .,a man is playing a guitar .,1,en
a group of cleaner are sweeping up animal fe from the street during a parade or festival .,a man is playing a guitar .,0,en
a man and women sleeping outside on a bench .,a man is playing a guitar .,0,en
young man performing a skate trick on a sidewalk in a city .,a man is playing a guitar .,2,en
a young man wearing a green shirt and a hat attempts a trick on a skate while riding it in a skate park next to a beach,a man is playing a guitar .,1,en
a little boy in a red shirt and swim trunks plays at the beach .,a man is playing a guitar .,0,en
male in a blue jacket decides to lay in the grass .,a man is playing a guitar .,2,en
a young woman in tight pants talks to a man in the street .,a man is playing a guitar .,1,en
the small child is sitting in a red playground swing .,a man is playing a guitar .,0,en
a man with his finger in his mouth is standing outside of an rv .,a man is playing a guitar .,1,en
"a man lying on the grass on a rugby field , holding a rugby ball .",a man is playing a guitar .,2,en
a man and a woman jumping with a lake in the background .,a man is playing a guitar .,2,en
a large group of people walking in a busy city at night .,a man is playing a guitar .,2,en
a man in colorful shorts is surfing under a wave .,a man is playing a guitar .,1,en
a little boy with blond - hair stares down at display case featuring cookies and cakes .,a man is playing a guitar .,2,en
a man is painting letters using a ste onto a round stand - up sign that is lying sideways .,a man is playing a guitar .,2,en
a person is on a four wheeler kicking up a lot of dirt in a dune .,a man is playing a guitar .,1,en
"a young woman wearing jeans , a white t - shirt and a hat , performs a high flying trick on a bicycle at an outdoor bike park",a man is playing a guitar .,2,en
a few women and children are collecting items from rocks .,a man is playing a guitar .,1,en
a dark - haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motor .,a man is playing a guitar .,0,en
a man in a black leather jacket and a book in his hand speaks in a classroom .,a man is playing a guitar .,2,en
"people seated at long tables all facing the same direction , some writing and some watching .",a man is playing a guitar .,0,en
"in an apparent classroom setting , a young man in a blue t - shirt has a book on his knee while a woman dressed in black next",a man is playing a guitar .,2,en
two dogs in a grassy field .,a man is playing a guitar .,0,en
a birthday party for many little people to enjoy .,a man is playing a guitar .,1,en
a man on stil is performing a magical trick while on enjoy .,a man is playing a guitar .,1,en
"a couple is sitting down smiling , with the woman linking arms with the man .",a man is playing a guitar .,2,en
a child rides a bicycle in a sunny neighborhood .,a man is playing a guitar .,2,en
a man wielding an electric razor is glee sha away another man ' s hair .,a man is playing a guitar .,2,en
athletic men in matching black pants performing under the spotlight .,a man is playing a guitar .,0,en
"a woman , wearing a colorful bikini , rests laying down next to the blue water .",a man is playing a guitar .,1,en
a runner in yellow has a convoy of motorcycles following behind him on a highway as by watch .,a man is playing a guitar .,0,en
a cement worker is working on a new sidewalk outside of a clothing store .,a man is playing a guitar .,0,en
a blond woman in a white shirt demonstrates her talents to a crowd .,a man is playing a guitar .,0,en
"a man is holding on to a piece of rope , sitting in an in boat , in front of several other larger boats .",a man is playing a guitar .,0,en
a man standing in front of a building on the phone as two men to the side pain on the side .,a man is playing a guitar .,2,en
a child with a yellow shirt riding a yellow bike in a city .,a man is playing a guitar .,2,en
a little girl in a gray shirt smiles as she brushes her teeth with a yellow and orange tooth .,a man is playing a guitar .,1,en
some children are playing soccer in front of a large wooden door .,a man is playing a guitar .,1,en
people enjoying food outside of a restaurant .,a man is playing a guitar .,2,en
a group of construction workers busy ref a subway station .,a man is playing a guitar .,2,en
a dog and a cat are swimming in a swimming pool .,a man is playing a guitar .,0,en
a teen is standing in a field and is in the ups position after hitting a golf ball .,a man is playing a guitar .,2,en
a woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag .,a man is playing a guitar .,2,en
a pale colored dog runs through a body of water .,a man is playing a guitar .,0,en
gentleman sketch on brown paper at christmas .,a man is playing a guitar .,1,en
man chop wood with an axe .,a man is playing a guitar .,2,en
an older man wearing stars and stripes rides a bike .,a man is playing a guitar .,1,en
"a guy on roller , sliding across a rail .",a man is playing a guitar .,0,en
a group of runners are running towards two identical skyscraper .,a man is playing a guitar .,1,en
pedestrian walking on the street,a man is playing a guitar .,0,en
a little boy is sitting on a gi bo while learning .,a man is playing a guitar .,0,en
a fire searching for something using a flashlight .,a man is playing a guitar .,0,en
men wearing hats walk on the street .,a man is playing a guitar .,0,en
a group of people celebrating in the street .,a man is playing a guitar .,0,en
a man dressed all in black puts his hands on an art sculpture .,a man is playing a guitar .,1,en
a red hot air balloon lands in a field among a crowd .,a man is playing a guitar .,2,en
two women are getting their pictures taken with a man in his underwear .,a man is playing a guitar .,2,en
a young girl holding a todd .,a man is playing a guitar .,1,en
two men heavily immersed in a conversation worth having .,a man is playing a guitar .,0,en
a skate is grinding on a curb with his skate .,a man is playing a guitar .,1,en
a big black dog jumps in the air to catch the tennis ball in his mouth .,a man is playing a guitar .,0,en
four young children appear in this image wearing pants and shirts while they lounge in the room .,a man is playing a guitar .,0,en
"two girls , one wearing a pink shirt and the other wearing a blue shirt , are standing against a wall .",a man is playing a guitar .,1,en
"a little boy wearing a yellow , white and black striped shirt is whispering a secret to a little girl wearing a white long sleeve - shirt",a man is playing a guitar .,0,en
"two women are sitting at a table , one is holding a baby and another child is playing on the floor .",a man is playing a guitar .,0,en
a blond woman kissing the cheek of a brown - haired man .,a man is playing a guitar .,0,en
four dark - skinned boys are playing soccer .,a man is playing a guitar .,2,en
people stand along a train track and take pictures .,a man is playing a guitar .,0,en
people standing in front of a gray building with a sign that reads ' tickets available here ' .,a man is playing a guitar .,1,en
a mata in white and gold clothing and pink sock is getting hit by a raging bull,a man is playing a guitar .,1,en
a standing man talks to a seated woman while on some sort of vehicle .,a man is playing a guitar .,2,en
two fans are cheering at a sporting event .,a man is playing a guitar .,2,en
a boy roller in the street .,a man is playing a guitar .,0,en
a child sits in a tree holding a branch .,a man is playing a guitar .,2,en
"six rescue cooperate to place an injured man on a transport device in snowy , mountainous terrain .",a man is playing a guitar .,2,en
"a group of people standing around smiling , and in the background are more people and hand signs .",a man is playing a guitar .,0,en
"the basketball player in the blue uniform is guarding the player in the orange uniform , who has the ball .",a man is playing a guitar .,1,en
children receiving places at an award ceremony .,a man is playing a guitar .,0,en
two men in punk - style clothing stand in front of a wall .,a man is playing a guitar .,0,en
young asian girl is sitting on the ground in rubble .,a man is playing a guitar .,0,en
a man in a business suit screaming at the camera .,a man is playing a guitar .,0,en
young boy smiles at the camera from the tire swing .,a man is playing a guitar .,0,en
four men in the forest move a cannon down the path .,a man is playing a guitar .,0,en
young children waving american flags for a soldier,a man is playing a guitar .,1,en
a man is resting in a small stream with a hat over his head while the little waterfall is pouring in the background .,a man is playing a guitar .,1,en
a person in a red shirt and black pants hunched over .,a man is playing a guitar .,1,en
a lady looks surprised .,a man is playing a guitar .,1,en
"bruce springsteen , with one arm outstretched , is singing in the spotlight in a dark concert hall .",a man is playing a guitar .,0,en
the gentleman is speaking while the others are listening .,a man is playing a guitar .,1,en
"a man with arms folded in front of his chest sitting next to at least one other person , laughing .",a man is playing a guitar .,1,en
a woman with a pink purse walks down a crowded sidewalk .,a man is playing a guitar .,0,en
a group of young people performing on a stage .,a man is playing a guitar .,1,en
a group of men are riding a moving walkway .,a man is playing a guitar .,2,en
"a skate is performing a grab trick while hovering above a ramp , which is located within a city .",a man is playing a guitar .,0,en
a woman sits in a market where she sells goods with her dog .,a man is playing a guitar .,2,en
two silhouette people paddle a canoe on the ocean during sunset .,a man is playing a guitar .,2,en
the woman in the white coat is holding a camera in her hand .,a man is playing a guitar .,2,en
a little boy is getting is birthday cake and is blowing out the candles .,a man is playing a guitar .,1,en
a woman wearing a blue and orange coat is sitting outside on a bench in front of a red background .,a man is playing a guitar .,1,en
two people are standing at the end of a wooden dock .,a man is playing a guitar .,1,en
a brown dog wearing a collar is chasing and biting on a red broom .,a man is playing a guitar .,1,en
several people are bike riding .,a man is playing a guitar .,2,en
a woman in a red long - sleeve shirt and blue jeans stands at the le speaking at or about g u wi,a man is playing a guitar .,1,en
construction worker working on a structure,a man is playing a guitar .,1,en
a historic - looking building .,a man is playing a guitar .,1,en
a woman is cleaning up by putting dishes in the dish after making supper .,a man is playing a guitar .,2,en
a little boy with blond - hair stares down at display case featuring cookies and cakes .,a man is playing a guitar .,0,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a man is playing a guitar .,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",a man is playing a guitar .,0,en
an ambulance is passing a man wearing a banda and girl .,a man is playing a guitar .,2,en
"one woman with jeans , gray shirt and sandals ; with girl in all pink watching a white ball float in mid .",a man is playing a guitar .,1,en
a young man in a backwards baseball cap balance his skate on the edge of the concrete .,a man is playing a guitar .,0,en
a woman outside in the snow holds a container that produces steam .,a man is playing a guitar .,0,en
a man dressed in a surfing shirt and blue and white shorts skill guides his yellow board with its multi sail over the crest of,a man is playing a guitar .,1,en
"first lady laura bush at podium , in front of seated audience , at the white house conference on global literacy .",a man is playing a guitar .,0,en
a child dressed in purple clothing and a hat runs in splash water while a man and a small boy walk nearby .,a man is playing a guitar .,2,en
a girl in a blue leo hu hoop on a stage with balloon shapes in the background .,a man is playing a guitar .,0,en
a black and brown dog is playing with a brown and white dog .,a man is playing a guitar .,1,en
man holding torch of fire .,a man is playing a guitar .,1,en
a couple look into the camera as the fore is filled with balloons .,a man is playing a guitar .,1,en
a woman in a striped shirt is walking a horse across a street .,a man is playing a guitar .,2,en
a man in a blue collar t - shirt posing at someone while holding a hebrew newspaper .,a man is playing a guitar .,1,en
a man and woman setup a camera .,a man is playing a guitar .,1,en
a man is giving another man a hair while three other guys stand around .,a man is playing a guitar .,1,en
an asian man makes faces for the camera .,a man is playing a guitar .,1,en
a horse has fallen down on the green grass and the jockey riding on top is trying his hardest to not fall off .,a man is playing a guitar .,1,en
a man walks past an arch in an old gothic style building .,a man is playing a guitar .,1,en
a man preparing to bat in a baseball game .,a man is playing a guitar .,0,en
a bunch of people are standing all together in a street with a building in the background .,a man is playing a guitar .,1,en
"five people are kneeling between two park cars , and one man is approaching with his arm raised into the air .",a man is playing a guitar .,1,en
a crowd in which two men are wearing santa claus hats are celebrating christmas outside of a bank of america and a christmas tree .,a man is playing a guitar .,2,en
the white dog is pulling a large stick .,a man is playing a guitar .,2,en
a man in a grassy field throws a stick for a group of three brown dogs .,a man is playing a guitar .,0,en
three men are sitting outside on chairs with red seats .,a man is playing a guitar .,1,en
a female swimmer wearing a swimming cap does the butterfly stroke .,a man is playing a guitar .,2,en
a wall hung with multi crosses is visible behind the group of young men as they converse .,a man is playing a guitar .,2,en
construction workers use cables to hang from the sides of buildings .,a man is playing a guitar .,1,en
"a man stands on a dock near several boats , while 2 other men are on one of the boats .",a man is playing a guitar .,0,en
a man in colorful shorts is surfing under a wave .,a man is playing a guitar .,0,en
a brown dog and a black and white dog are running over grassy hills .,a man is playing a guitar .,0,en
several people are playing an intense game of paint while others watch from the side .,a man is playing a guitar .,0,en
two people sitting on the sand .,a man is playing a guitar .,0,en
a group of people are looking at photographs on a wall and speaking to each other .,a man is playing a guitar .,0,en
three men are sitting outside on chairs with red seats .,a man is playing a guitar .,0,en
this off - road driver has tipped his truck .,a man is playing a guitar .,2,en
a young girl in a yellow top and a flower skirt is standing on a blanket and biting on a toy .,a man is playing a guitar .,0,en
an elderly fire in an orange suit is holding a fire hose with water coming out .,a man is playing a guitar .,0,en
a large group of people pop a dimly lit room .,a man is playing a guitar .,1,en
three army soldiers are holding guns and peering around a corner of a building .,a man is playing a guitar .,1,en
"a young man in a white hat is playing golf with an older man wearing a blue , long - sleeve shirt and k .",a man is playing a guitar .,0,en
two little girls dancing on the floor,a man is playing a guitar .,2,en
a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other .,a man is playing a guitar .,1,en
a crowd of people stand in street in front of a series of white tents .,a man is playing a guitar .,2,en
a mata in white and gold clothing and pink sock is getting hit by a raging bull,a man is playing a guitar .,1,en
"a person just about to stand up while water - skiing , while people in the background watch and take photos .",a man is playing a guitar .,1,en
"three little kids on a swing set ; one is upside down , one hanging from the top bar , and on a swing .",a man is playing a guitar .,1,en
an older man holding a sign for tattoos sol business on the street .,a man is playing a guitar .,0,en
a man wearing a blue shirt and head around his neck raises his arm .,a man is playing a guitar .,1,en
"a man wearing a blue lab coat , safety glasses , and gloves is working at a small machine with a large computer screen .",a man is playing a guitar .,0,en
two men fixing a bicycle .,a man is playing a guitar .,0,en
a clown performs in a park among other people .,a man is playing a guitar .,2,en
children receiving places at an award ceremony .,a man is playing a guitar .,2,en
a man in a boom lift bucket we .,a man is playing a guitar .,1,en
the small child is wearing winter clothes and a hat .,a man is playing a guitar .,1,en
a man in a blue plaid shirt with black pants is sitting on a box and holding something in his hand .,a man is playing a guitar .,2,en
a boy jumps on the beach .,a man is playing a guitar .,1,en
"a young boy sits on the shoulders of a woman , who is carrying a young girl .",a man is playing a guitar .,1,en
"a man wearing black pants , an orange and brown striped shirt , and a black banda in a "" just thrown a bowling ball "" stance",a man is playing a guitar .,2,en
a young boy in red leaping into sand at a playground .,a man is playing a guitar .,2,en
a carpenter is working on a roof at a house being built .,a man is playing a guitar .,0,en
"a homeless man carries a sign that says "" hungry "" .",a man is playing a guitar .,2,en
"two guys on a couch , one is looking up the other is looking away with a cup in his hand .",a man is playing a guitar .,0,en
a older man working at a lo,a man is playing a guitar .,1,en
a young boy in green shorts balance on a pipe above a river .,a man is playing a guitar .,1,en
a woman wearing a beige sweater and black pants talking to man wearing black pants and top,a man is playing a guitar .,2,en
businessman walking as two arrows point to him .,a man is playing a guitar .,2,en
the man in the black shirt is skate on the front steps of the building .,a man is playing a guitar .,0,en
a guy get lots of air on a skate at a skate,a man is playing a guitar .,2,en
baby in running in over - sized flip - flop .,a man is playing a guitar .,2,en
"a guy in boots , jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and",a man is playing a guitar .,0,en
a child doing gymnastics,a man is playing a guitar .,2,en
a man in dark clothing walking in a transit station .,a man is playing a guitar .,1,en
a group of kids play on a colorful structure .,a man is playing a guitar .,1,en
"two black labs run , one carrying an orange dog toy .",a man is playing a guitar .,2,en
a woman is walking her dog and using her cell .,a man is playing a guitar .,2,en
a young man at a bowling alley posing on the scoring machine .,a man is playing a guitar .,1,en
a young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .,a man is playing a guitar .,1,en
a man cooking over high flames .,a man is playing a guitar .,2,en
a woman is taking a picture on the shoulders of another woman in cold weather .,a man is playing a guitar .,0,en
two men are running down a road and carrying a canoe .,a man is playing a guitar .,2,en
one man cutting through ice on a cold day .,a man is playing a guitar .,2,en
a man in a gray sweatshirt using a power saw .,a man is playing a guitar .,2,en
a woman taking candy off of a shelf and putting it in a box .,a man is playing a guitar .,0,en
a woman wearing jeans is walking down the street .,a man is playing a guitar .,1,en
a man wearing a black hat and coat makes a face with a crowd behind him .,a man is playing a guitar .,2,en
two people are playing wi ball in a suburban area .,a man is playing a guitar .,2,en
a person with a striped tube standing in the middle of a crowd of people .,a man is playing a guitar .,2,en
a man pointing into the ear wearing a striped shirt in a small boat filled with many people .,a man is playing a guitar .,0,en
two men stand on stairs with an assortment of chairs and a woven basket in the fore .,a man is playing a guitar .,1,en
a concert with a blue shirt boy in the front and light shining in the back,a man is playing a guitar .,1,en
"a photographer is taking photos of a hockey game , but he is protecting himself from harm by wearing a helmet .",a man is playing a guitar .,2,en
a wet black lab with a red collar is standing in the water .,a man is playing a guitar .,2,en
people are waiting in line to board a double decker bus .,a man is playing a guitar .,2,en
a brown and white dog holds a tennis ball in his mouth .,a man is playing a guitar .,2,en
several people are playing an intense game of paint while others watch from the side .,a man is playing a guitar .,2,en
a young boy in a cowboy hat rides a large horse .,a man is playing a guitar .,0,en
a young boy with a shaved head and dirty white collar shirt holds a chicken in his arm .,a man is playing a guitar .,1,en
"a woman with a white blanket over her head is holding a baby wrapped in a blue , pink , and yellow blanket .",a man is playing a guitar .,1,en
a man smiles while he shave the head of another man .,a man is playing a guitar .,0,en
a man jumping a dirt ramp on a b bike .,a man is playing a guitar .,2,en
a young man standing outside a lau .,a man is playing a guitar .,1,en
two police officers in yellow reflective jackets are standing in a shopping zone having a conversation .,a man is playing a guitar .,1,en
a man wearing white turns to hit a yellow tennis ball .,a man is playing a guitar .,0,en
a mother sha her baby with an umbrella as she and her partner climb the stairs .,a man is playing a guitar .,2,en
a young boy is taking american flags to place them where they will remind others of the sacrifices made by veterans .,a man is playing a guitar .,2,en
"a dark - skinned person , crouched while painting a sign .",a man is playing a guitar .,1,en
a young football player watches a game with his coach .,a man is playing a guitar .,2,en
a man sitting on a motorcycle with a sunset directly behind him,a man is playing a guitar .,2,en
four men are posing behind a cash register .,a man is playing a guitar .,2,en
a crowd is watching a group of men in suits with briefcase walk in formation down the street led by a woman holding a sign .,a man is playing a guitar .,2,en
a surfer is performing a jumping stunt in the ocean .,a man is playing a guitar .,2,en
a man leads the way in a race .,a man is playing a guitar .,0,en
a man in a blue shirt touches his head while talking to two women outdoors .,a man is playing a guitar .,0,en
a bald man with glasses stands in front of a colorful display .,a man is playing a guitar .,0,en
three girls jumping in front of a house ' s flower garden .,a man is playing a guitar .,0,en
a young woman in a black skirt and boots walks by stores .,a man is playing a guitar .,1,en
boy with red shorts getting soaked with water .,a man is playing a guitar .,1,en
"a man wearing an oxford shirt , sunglasses , and a hat smirk .",a man is playing a guitar .,2,en
a woman in a white hi dig into the ground .,a man is playing a guitar .,0,en
a small dog runs to catch a ball .,a man is playing a guitar .,0,en
"a homeless man carries a sign that says "" hungry "" .",a man is playing a guitar .,0,en
"a man who wears glasses , a blue shirt and a chicago white sox cap holds a young boy who also wears a blue shirt .",a man is playing a guitar .,0,en
"a man in a leaf - patterned short stand behind a sun , smiling at the camera .",a man is playing a guitar .,1,en
a woman floats in an inner in a large body of water .,a man is playing a guitar .,0,en
a road worker is holding a stop sign to direct traffic .,a man is playing a guitar .,0,en
a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart .,a man is playing a guitar .,2,en
a man interviews a boy in a gathering of people .,a man is playing a guitar .,2,en
a man with no shirt on is performing with a baton .,a man is playing a guitar .,0,en
a cheer in a tight red and white uniform is passing out white t - shirts at a sporting event .,a man is playing a guitar .,2,en
a group of people sitting around a small round table eating .,a man is playing a guitar .,1,en
a young boy in a dental examination .,a man is playing a guitar .,2,en
"a man wearing a black cap is suspended in the air on a swing , as children are swinging on a swing set .",a man is playing a guitar .,0,en
a man holding a picture of a small dog is painting a small dog in near life size on a white canvas .,a man is playing a guitar .,2,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,a man is playing a guitar .,0,en
a person in a yellow helmet rock climbing while another person waits on the ground with the te .,a man is playing a guitar .,1,en
an suv traveling through mud .,a man is playing a guitar .,2,en
a bird is perched on a line of some sort attached to a pole .,a man is playing a guitar .,0,en
two men shining peoples shoes .,a man is playing a guitar .,1,en
two men are wearing caps are looking at the ground with surprised expressions on their faces .,a man is playing a guitar .,1,en
a rescue worker searches with a flashlight under a slab in a ruined building .,a man is playing a guitar .,0,en
an asian woman in a hat is measuring food from barrels with a lad into a smaller metal pan .,a man is playing a guitar .,1,en
four kids sitting at a table with food on several plates .,a man is playing a guitar .,2,en
villagers pulling in the fish boat .,a man is playing a guitar .,1,en
bi ride the course near the ocean as the day comes to an end .,a man is playing a guitar .,1,en
two men roast marsh in a fire pit .,a man is playing a guitar .,1,en
a man cooking over high flames .,a man is playing a guitar .,0,en
there is a person walking down a tree lined street with snow scattered about .,a man is playing a guitar .,2,en
two men at a fish market filled with boxes of fish and freshly cut fill study a weight scale .,a man is playing a guitar .,1,en
a wet child stands in chest deep ocean water .,a man is playing a guitar .,0,en
a man in a plaid red shirt casts his fishing line out into the water .,a man is playing a guitar .,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",a man is playing a guitar .,2,en
a man and woman sitting on the sidewalk .,a man is playing a guitar .,1,en
passengers in a rusty yellow car driving down the street .,a man is playing a guitar .,1,en
a school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign .,a man is playing a guitar .,1,en
a man is duck down between the red tu in a flower field .,a man is playing a guitar .,1,en
a girl cross ski .,a man is playing a guitar .,2,en
a pale colored dog runs through a body of water .,a man is playing a guitar .,1,en
a woman talks on a cell while sitting in front of blue railing that are in front of the ocean .,a man is playing a guitar .,0,en
a man in a brown jacket stands with his arms spread .,a man is playing a guitar .,2,en
