premise,hypothesis,label,lang_abv
a woman and a young girl are eating side by side .,the man is not able to cross,2,en
a boy plays basketball .,a man is holding a tennis rack while on a portable beach .,1,en
the guy in the black jacket is standing on his hand on a check rec .,the todd is wearing a pink hat .,1,en
a man and a young girl swimming .,a man is riding a horse,1,en
"a little boy with a shirt , shorts and socks on , standing on the beach .",a couple of people are sitting on a fire .,1,en
a couple wearing bright outfits walking hand and hand on a sidewalk .,two people are enjoying the public of a large sea in the park with their zebra .,1,en
"a man wearing red ski pants , a black jacket , and a white helmet is skiing down a mountain .",the man is riding his bike .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,woman is looking the camera .,1,en
a woman in a burgundy coat exits trader joe ' s with a cart full of groceries .,the woman is in the water .,1,en
the man in the dark maroon shirt is kicking something .,the man is a butcher .,2,en
a mo rider rides in the air over a bar .,the lady is playing a game .,0,en
man in leather jacket and scarf sits on purple cushion at a party .,a man is checking the building he wants to buy .,0,en
a man and a woman are showing their kid their little baby .,a young girl is not wearing a hat .,1,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,the man is next to a boat .,2,en
an asian woman dressed in a black blouse and knee length pants is wal across a wet street holding a collapsed umbrella .,a man is walking outside,1,en
a person in orange clothing rests above a metro entrance .,the two girls are inside .,0,en
two boys run to the entry of an old building .,a person is riding a bike .,2,en
an asian man is performing with face paint on .,the woman is eating a cheese .,1,en
artists install a new exhibit in a gallery .,a dog is sitting on the couch .,1,en
a young boy wearing a suit and top hat is holding hands with a girl in a green dress .,people are looking at a pretty view .,0,en
this person is walking down the street and talking on their cell on a windy day .,a man is standing on a computer .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,a woman is having a picnic .,0,en
a man wearing a red vest is walking past a black and green fence .,a female is holding a child .,1,en
woman adjusting her eye .,a man is inside .,1,en
a man in the bucket of a cher - pick cuts down branches using a chains at the end of a long pole .,the man is enjoying his throw on a couch .,0,en
a robe dancer holding fire stick entertain a crowd .,two men are in a restaurant .,2,en
small girl riding in play car .,two people are at a pool .,1,en
a man is talking on a cell while filling his car with gas .,a young girl is sitting on a bench .,2,en
a girl with black pants on is lowering a camera onto the running track .,a girl is eating a gran bowl .,1,en
two girls playing catch on a lawn,the two children are near the fireplace .,1,en
a young boy giving his brother a pig ride,a man is holding a guitar .,1,en
a person with braid hair and a gray sweatshirt covers his mouth and sits in a purple chair .,a man is in a band .,2,en
a group of people are in a row in the ocean surrounded by sea .,a man is wearing glasses .,2,en
a fire climbs up a ladder towards flames while surrounded by smoke .,a man is climbing a ladder .,1,en
the indian ' s are performing a sacred dance .,the men are eating hot dogs .,2,en
a father and his daughter are riding a lawn move down a street while dressed in american colors .,a man is trying to sell a group of people .,0,en
a child doing gymnastics,a girl walks on a roller coaster,1,en
"there ' s a woman in a pink and gray striped outfit standing with five children , three of which are making faces .",a woman is painting with a child,0,en
a guy wearing jeans and a hat is crouch on a hand with a concrete embankment located in front of him .,the dog is on its hind legs .,1,en
"an older man in a printed shirt , smoking on a busy street .",a woman is waiting for her husband .,0,en
a man with a blue helmet and orange shirt .,the man is riding a horse at the rodeo .,2,en
a woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket .,a man uses a laptop .,2,en
"two casually - dressed men , one in a cowboy hat and one in a baseball cap , make their way through a crowd .",a boy is playing in a park with his parents .,0,en
a young child climbing a stack of logs even though the sign warns against it .,a brown - haired little girl wearing blue and blue jeans .,2,en
three men play musical instruments .,a man and a woman are talking .,2,en
a man is laid back in front of a tv .,the boy is playing in the sand,0,en
a painter with a gray t - shirt and ta arm sketches a mural with extreme precision and focus .,the group of people are dancing .,0,en
"a senior citizen wearing a hat , blue button up shirt , k shorts and sandals walking in a park holding two ice cream cones .",a man is talking to a crowd on his phone .,0,en
several men in black t - shirts and caps are using with metal rods to smash food that ' s lying on a round table with a hole,a man is posing for a picture .,2,en
at least eight people are sitting at a table in a building that overlook the city .,two men wearing white shirts stand on a wall .,2,en
the dog ' s mouth is open like he is ya .,a group of people are sitting outside a building .,2,en
a female softball player in a black and red uniform with a red batting helmet is holding her bat waiting for the pitch .,a woman is holding a baby girl .,2,en
a tree worker with a hard hat is cutting down a branch .,the mother can see her feet from the window .,2,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,a woman is putting on a show .,2,en
girl in black pants and an orange top jumping with one leg outs and foot pointed other in background dressed the same .,a girl in a sweater and a tank top is at the pool .,0,en
two men pouring concrete onto another truck .,a man is sitting by the ocean .,0,en
"a man smoke while leaning against a pillar , which has a "" missing person "" fl posted on it .",a group of people are not wearing helmets .,0,en
a young african boy skipping rocks .,a man is painting .,0,en
"people are riding bicycles in the street , and they are all wearing helmets .",three men are working outside .,0,en
"three people sit on a bench at a station , the man looks oddly at the two women , the redhead women looks up and forward in",the men are fishing by the river .,2,en
"a blond headed child in yellow boots and yellow jacket vest playing in the gravel with his pa , shovel and trucks .",a tall human is standing near a wall .,0,en
"it ' s another day of celebration , with a parade and signs , with many people in attendance .",a person is outdoors .,2,en
a young blond boy is eating cake with a spoon .,a girl is playing basketball .,2,en
women wait under their umbrella for customers at a fresh food market .,a girl is picking up trash .,0,en
three kids perform a ski about camping .,a male plays basketball in an auditorium .,2,en
a young girl holding a todd .,two men are playing basketball .,0,en
two girls holding bags walking down the sidewalk .,the men are on a boat .,2,en
a man looks mysterious in a blue shirt and a red truck for a company called wil .,girls doing a flip .,0,en
"four men are sitting in front of two large windows ; one man is playing a guitar , one is playing the bon drums , and two",three people standing in a field .,1,en
"two men on stil and a woman t a ribbon , lead a fest parade along the streets , while a woman looks on",the woman has a black suit .,1,en
two young girls show prints of a line drawing of an animal .,the man is inside a cafe .,1,en
a dog is running parallel with the ocean waves .,a man is training for a race .,0,en
three men are standing on stage performing .,the chef has never seen a pregnant woman .,2,en
a public speaker in a plaid shirt speaks on the microphone .,the woman is playing basketball .,2,en
the dogs are playing on the bed .,a young boy is in the middle of the ocean .,1,en
a choir of youths are singing .,people are swimming in the lake .,2,en
"a lady in a green and black jacket , and blue pants , taking a photos of a horse .",the group of three construction workers are sitting on the cement ledge,1,en
a child is thrown by a man in the swimming pool .,a person is playing an instrument .,1,en
a group of cleaner are sweeping up animal fe from the street during a parade or festival .,a man is working on a bike .,2,en
elderly woman in blue apron balance a basket on her head on a sidewalk while talking to a woman dressed in black .,the man is trying to do a trick .,0,en
a boy dressed in a dark shirt carries a blue bag over his shoulder and a green pa .,a person is walking through an event .,0,en
very young boy is standing outside near a water fountain that is built into the ground and is sq water .,the man is formally dressed in red .,0,en
a man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape .,a child is smiling,0,en
child getting ready to go down a slide .,a woman is sitting by a brick wall .,0,en
a male with a pro leg diving for a volleyball .,a man is not wearing a shirt .,1,en
three military officials are battling a fire my a building .,the children are playing baseball .,1,en
"female beach volleyball players on either side of a net , with one looking to spike the ball as her teammate watches with the blue sky in the",the men are posing for a picture,0,en
a man sitting on an elephant with a riding seat is talking to a female tourist .,a man is rock in the crowd .,0,en
"a woman with a blond ponytail and a white hat is riding a white horse , inside a fence with a horned cow .",a group of people are serving drinks .,1,en
"a person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .",a dog is chasing a ball through a field .,1,en
four men playing drums in very orange lighting while one of them is also drinking something out of a bottle .,a man is riding a bicycle .,0,en
a man wearing a short - sleeve blue shirt and carrying a blue backpack while using snow walking sticks trek through the snow with a woman,an old man and a woman are walking along the beach .,2,en
"a young child dressed in a scarf , hat , jacket , gloves , pants , and boots , outside playing in the snow .",a child is having fun .,0,en
a young boy learns how to ride a horse,a woman is working with aluminum peppers .,0,en
a wake .,the man is standing on a shore of the road .,1,en
a man holding a pink cooler is talking to an older woman .,a man is walking outside .,0,en
an older caucasian couple is having their picture taken by a stone statue of a man and woman kissing .,two people are enjoying each other ' s company .,1,en
a group of cleaner are sweeping up animal fe from the street during a parade or festival .,the woman is walking to her friend shopping .,0,en
a man and women sleeping outside on a bench .,the child is at the beach .,0,en
young man performing a skate trick on a sidewalk in a city .,the man is yelling at his friend .,2,en
a young man wearing a green shirt and a hat attempts a trick on a skate while riding it in a skate park next to a beach,the man has a beard .,1,en
a little boy in a red shirt and swim trunks plays at the beach .,a woman is riding a harley - down car .,0,en
male in a blue jacket decides to lay in the grass .,the people are inside .,2,en
a young woman in tight pants talks to a man in the street .,two kids are playing soccer .,1,en
the small child is sitting in a red playground swing .,a little girl is getting her hair styled .,0,en
a man with his finger in his mouth is standing outside of an rv .,a lady is looking for her grand .,1,en
"a man lying on the grass on a rugby field , holding a rugby ball .",a woman is walking in the rain .,2,en
a man and a woman jumping with a lake in the background .,a man is climbing the wall .,2,en
a large group of people walking in a busy city at night .,a car is speeding through the forest .,2,en
a man in colorful shorts is surfing under a wave .,there are two men in this picture,1,en
a little boy with blond - hair stares down at display case featuring cookies and cakes .,the people are eating food .,2,en
a man is painting letters using a ste onto a round stand - up sign that is lying sideways .,the man is wearing a blue shirt .,2,en
a person is on a four wheeler kicking up a lot of dirt in a dune .,a man is wearing a dress .,1,en
"a young woman wearing jeans , a white t - shirt and a hat , performs a high flying trick on a bicycle at an outdoor bike park",a group of people are standing in line at a coffee shop .,2,en
a few women and children are collecting items from rocks .,a man is playing an instrument for money .,1,en
a dark - haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motor .,people are looking out at the same time .,0,en
a man in a black leather jacket and a book in his hand speaks in a classroom .,a man is taller than the girl who is ready for a football game .,2,en
"people seated at long tables all facing the same direction , some writing and some watching .",the old man is standing on ski .,0,en
"in an apparent classroom setting , a young man in a blue t - shirt has a book on his knee while a woman dressed in black next",a woman is giving a concert for a large audience .,2,en
two dogs in a grassy field .,man playing soccer,0,en
a birthday party for many little people to enjoy .,two dogs are playing outside .,1,en
a man on stil is performing a magical trick while on enjoy .,four boys are standing outside .,1,en
"a couple is sitting down smiling , with the woman linking arms with the man .",a dog plays with its owner,2,en
a child rides a bicycle in a sunny neighborhood .,the women are wearing clothes .,2,en
a man wielding an electric razor is glee sha away another man ' s hair .,a cat walks on the beach,2,en
athletic men in matching black pants performing under the spotlight .,men are preparing to start a meal .,0,en
"a woman , wearing a colorful bikini , rests laying down next to the blue water .",the children are walking .,1,en
a runner in yellow has a convoy of motorcycles following behind him on a highway as by watch .,the man is sitting down .,0,en
a cement worker is working on a new sidewalk outside of a clothing store .,the man is a paid worker .,0,en
a blond woman in a white shirt demonstrates her talents to a crowd .,a young boy is dancing in the park .,0,en
"a man is holding on to a piece of rope , sitting in an in boat , in front of several other larger boats .",the men are wearing a hat and helmets .,0,en
a man standing in front of a building on the phone as two men to the side pain on the side .,a family takes a nap on the beach .,2,en
a child with a yellow shirt riding a yellow bike in a city .,a little girl playing on swings,2,en
a little girl in a gray shirt smiles as she brushes her teeth with a yellow and orange tooth .,a woman is talking to her husband on the phone .,1,en
some children are playing soccer in front of a large wooden door .,a line of people are outside .,1,en
people enjoying food outside of a restaurant .,a girl is dancing .,2,en
a group of construction workers busy ref a subway station .,the man is wearing a coat .,2,en
a dog and a cat are swimming in a swimming pool .,there is a woman in a blue shirt,0,en
a teen is standing in a field and is in the ups position after hitting a golf ball .,a man is jumping off a cliff .,2,en
a woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag .,a woman is walking down the sidewalk .,2,en
a pale colored dog runs through a body of water .,the women are showing their best old let them to the camera .,0,en
gentleman sketch on brown paper at christmas .,a woman is trying to make her phone call on her phone while on vacation .,1,en
man chop wood with an axe .,a woman has a light black hair .,2,en
an older man wearing stars and stripes rides a bike .,a man is wearing a shirt .,1,en
"a guy on roller , sliding across a rail .",a person is outside .,0,en
a group of runners are running towards two identical skyscraper .,a young customer is trying to teach a friend what she wants to leave,1,en
pedestrian walking on the street,a girl in a dress is dancing .,0,en
a little boy is sitting on a gi bo while learning .,the woman is looking at the baby .,0,en
a fire searching for something using a flashlight .,a women is standing .,0,en
men wearing hats walk on the street .,a man is outside .,0,en
a group of people celebrating in the street .,the woman has a red shirt .,0,en
a man dressed all in black puts his hands on an art sculpture .,the dog is black .,1,en
a red hot air balloon lands in a field among a crowd .,the man is on a farm,2,en
two women are getting their pictures taken with a man in his underwear .,there is a brunette woman wearing a bikini and a pink jacket .,2,en
a young girl holding a todd .,two people are playing golf .,1,en
two men heavily immersed in a conversation worth having .,a man is playing with a dog .,0,en
a skate is grinding on a curb with his skate .,he is going to sell the mail .,1,en
a big black dog jumps in the air to catch the tennis ball in his mouth .,people are sleeping in bed .,0,en
four young children appear in this image wearing pants and shirts while they lounge in the room .,woman sitting on bench,0,en
"two girls , one wearing a pink shirt and the other wearing a blue shirt , are standing against a wall .",a man holding an animal .,1,en
"a little boy wearing a yellow , white and black striped shirt is whispering a secret to a little girl wearing a white long sleeve - shirt",the girl is playing outside .,0,en
"two women are sitting at a table , one is holding a baby and another child is playing on the floor .",a woman is sitting outside .,0,en
a blond woman kissing the cheek of a brown - haired man .,the women are standing .,0,en
four dark - skinned boys are playing soccer .,the two young girls sit on the curb,2,en
people stand along a train track and take pictures .,a boy wearing a red uniform is posing in front of a building .,0,en
people standing in front of a gray building with a sign that reads ' tickets available here ' .,a boy is trying to jump over a jump .,1,en
a mata in white and gold clothing and pink sock is getting hit by a raging bull,the women are walking to the museum ' s office .,1,en
a standing man talks to a seated woman while on some sort of vehicle .,the man draws in a building .,2,en
two fans are cheering at a sporting event .,a man is riding a horse .,2,en
a boy roller in the street .,a man is climbing a mountain .,0,en
a child sits in a tree holding a branch .,a man is teaching a class .,2,en
"six rescue cooperate to place an injured man on a transport device in snowy , mountainous terrain .",there is a women posing for a picture .,2,en
"a group of people standing around smiling , and in the background are more people and hand signs .",the people are wearing red costumes .,0,en
"the basketball player in the blue uniform is guarding the player in the orange uniform , who has the ball .",there are two women who appear to be styled,1,en
children receiving places at an award ceremony .,a man is about to crash .,0,en
two men in punk - style clothing stand in front of a wall .,a young man is trying to figure out how to climb the wall .,0,en
young asian girl is sitting on the ground in rubble .,people are drinking coffee at starbucks .,0,en
a man in a business suit screaming at the camera .,a man is climbing a tree .,0,en
young boy smiles at the camera from the tire swing .,a boy is throwing a fr .,0,en
four men in the forest move a cannon down the path .,they are at a bar .,0,en
young children waving american flags for a soldier,the people are in costumes in the store .,1,en
a man is resting in a small stream with a hat over his head while the little waterfall is pouring in the background .,people are on a cruise ship .,1,en
a person in a red shirt and black pants hunched over .,a woman is carrying a child .,1,en
a lady looks surprised .,the dog is resting .,1,en
"bruce springsteen , with one arm outstretched , is singing in the spotlight in a dark concert hall .",a group of people in a field and masks are dressed in costumes .,0,en
the gentleman is speaking while the others are listening .,a woman cutting a tomato .,1,en
"a man with arms folded in front of his chest sitting next to at least one other person , laughing .",children are drinking water .,1,en
a woman with a pink purse walks down a crowded sidewalk .,the dog is hurt,0,en
a group of young people performing on a stage .,there are people playing music .,1,en
a group of men are riding a moving walkway .,the kids are playing on the jungle gym .,2,en
"a skate is performing a grab trick while hovering above a ramp , which is located within a city .",a man is using a telescope .,0,en
a woman sits in a market where she sells goods with her dog .,a young boy is learning how to play water .,2,en
two silhouette people paddle a canoe on the ocean during sunset .,the man is in the ocean .,2,en
the woman in the white coat is holding a camera in her hand .,there are children sitting,2,en
a little boy is getting is birthday cake and is blowing out the candles .,the girl is flying a plane .,1,en
a woman wearing a blue and orange coat is sitting outside on a bench in front of a red background .,the adults are dressed as chickens .,1,en
two people are standing at the end of a wooden dock .,a woman gestures to her mp3 player .,1,en
a brown dog wearing a collar is chasing and biting on a red broom .,there is a person holding something in his hand,1,en
several people are bike riding .,the man is sitting on a bench .,2,en
a woman in a red long - sleeve shirt and blue jeans stands at the le speaking at or about g u wi,the men are having a beer and dancing for the crowd .,1,en
construction worker working on a structure,a man is in an airplane .,1,en
a historic - looking building .,the man is sleeping .,1,en
a woman is cleaning up by putting dishes in the dish after making supper .,two young men and a woman are playing cards .,2,en
a little boy with blond - hair stares down at display case featuring cookies and cakes .,a man is riding a dirt bike .,0,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a person is sitting on a bench .,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",a man with a safety vest is driving a car .,0,en
an ambulance is passing a man wearing a banda and girl .,the man is sitting in his hair gel up .,2,en
"one woman with jeans , gray shirt and sandals ; with girl in all pink watching a white ball float in mid .",the girl is laying down on the couch .,1,en
a young man in a backwards baseball cap balance his skate on the edge of the concrete .,a girl is playing on a white horse in a school jungle gym .,0,en
a woman outside in the snow holds a container that produces steam .,a child has red hair,0,en
a man dressed in a surfing shirt and blue and white shorts skill guides his yellow board with its multi sail over the crest of,two people are together,1,en
"first lady laura bush at podium , in front of seated audience , at the white house conference on global literacy .",the man is looking at a man ' s face .,0,en
a child dressed in purple clothing and a hat runs in splash water while a man and a small boy walk nearby .,a tall human posing,2,en
a girl in a blue leo hu hoop on a stage with balloon shapes in the background .,a man is in the middle of a creek .,0,en
a black and brown dog is playing with a brown and white dog .,a man plays a guitar,1,en
man holding torch of fire .,a woman is walking through a park .,1,en
a couple look into the camera as the fore is filled with balloons .,the people are going to take a nap .,1,en
a woman in a striped shirt is walking a horse across a street .,three teenage girls are playing in the fountain .,2,en
a man in a blue collar t - shirt posing at someone while holding a hebrew newspaper .,a group of people are competing in a marathon .,1,en
a man and woman setup a camera .,the man is walking his dog .,1,en
a man is giving another man a hair while three other guys stand around .,two girls in the taking a stroll in the river .,1,en
an asian man makes faces for the camera .,a musician is playing for a crowd in a restaurant .,1,en
a horse has fallen down on the green grass and the jockey riding on top is trying his hardest to not fall off .,a guy is fishing for trout .,1,en
a man walks past an arch in an old gothic style building .,the men are shopping,1,en
a man preparing to bat in a baseball game .,a woman is reading a book .,0,en
a bunch of people are standing all together in a street with a building in the background .,a young boy holds a basketball .,1,en
"five people are kneeling between two park cars , and one man is approaching with his arm raised into the air .",dog taking a nap .,1,en
a crowd in which two men are wearing santa claus hats are celebrating christmas outside of a bank of america and a christmas tree .,a man is throwing something .,2,en
the white dog is pulling a large stick .,a woman is sleeping .,2,en
a man in a grassy field throws a stick for a group of three brown dogs .,a woman is dancing in her favorite band .,0,en
three men are sitting outside on chairs with red seats .,a man is wearing a green shirt .,1,en
a female swimmer wearing a swimming cap does the butterfly stroke .,there is a man bun jumping,2,en
a wall hung with multi crosses is visible behind the group of young men as they converse .,the boy is a doctor .,2,en
construction workers use cables to hang from the sides of buildings .,a woman is climbing a mountain .,1,en
"a man stands on a dock near several boats , while 2 other men are on one of the boats .",a man is wearing black sneakers .,0,en
a man in colorful shorts is surfing under a wave .,the man is wearing a clothing .,0,en
a brown dog and a black and white dog are running over grassy hills .,the man is drowning,0,en
several people are playing an intense game of paint while others watch from the side .,there are men in a microscope .,0,en
two people sitting on the sand .,a couple is holding hands and a young child .,0,en
a group of people are looking at photographs on a wall and speaking to each other .,the female is walking on the sidewalk .,0,en
three men are sitting outside on chairs with red seats .,a man is driving a limo .,0,en
this off - road driver has tipped his truck .,a man is holding a white flag .,2,en
a young girl in a yellow top and a flower skirt is standing on a blanket and biting on a toy .,a person is doing something .,0,en
an elderly fire in an orange suit is holding a fire hose with water coming out .,the care is female .,0,en
a large group of people pop a dimly lit room .,the boy is in the middle of a huge building .,1,en
three army soldiers are holding guns and peering around a corner of a building .,the person is a woman .,1,en
"a young man in a white hat is playing golf with an older man wearing a blue , long - sleeve shirt and k .",a man is watching tv .,0,en
two little girls dancing on the floor,a man is going to work,2,en
a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other .,the man is sitting on a bench .,1,en
a crowd of people stand in street in front of a series of white tents .,a woman is holding a basket as a child watches .,2,en
a mata in white and gold clothing and pink sock is getting hit by a raging bull,a man is going to work .,1,en
"a person just about to stand up while water - skiing , while people in the background watch and take photos .",the man in the black shirt is taking a nap .,1,en
"three little kids on a swing set ; one is upside down , one hanging from the top bar , and on a swing .",a man is doing the new trick on a skate .,1,en
an older man holding a sign for tattoos sol business on the street .,two women are sitting .,0,en
a man wearing a blue shirt and head around his neck raises his arm .,a man is skating alone .,1,en
"a man wearing a blue lab coat , safety glasses , and gloves is working at a small machine with a large computer screen .",the man was reading the newspaper on the field .,0,en
two men fixing a bicycle .,the boat is in a stream,0,en
a clown performs in a park among other people .,there is a picture of a tree .,2,en
children receiving places at an award ceremony .,a woman in a gray sweater is dancing with another man .,2,en
a man in a boom lift bucket we .,the woman is getting ready to work .,1,en
the small child is wearing winter clothes and a hat .,a man is sleeping on a couch .,1,en
a man in a blue plaid shirt with black pants is sitting on a box and holding something in his hand .,the man is wearing a new white shirt .,2,en
a boy jumps on the beach .,a man is looking at the dock .,1,en
"a young boy sits on the shoulders of a woman , who is carrying a young girl .",woman playing music,1,en
"a man wearing black pants , an orange and brown striped shirt , and a black banda in a "" just thrown a bowling ball "" stance",a man is standing on a wall .,2,en
a young boy in red leaping into sand at a playground .,a woman is standing near a table .,2,en
a carpenter is working on a roof at a house being built .,a man is riding a bicycle .,0,en
"a homeless man carries a sign that says "" hungry "" .",there is a group of people .,2,en
"two guys on a couch , one is looking up the other is looking away with a cup in his hand .",a child is throwing a basketball .,0,en
a older man working at a lo,the construction worker is cooking a meal .,1,en
a young boy in green shorts balance on a pipe above a river .,the men are playing a game .,1,en
a woman wearing a beige sweater and black pants talking to man wearing black pants and top,a man is wearing a blue shirt .,2,en
businessman walking as two arrows point to him .,a man is trying to keep the other people from different business suits .,2,en
the man in the black shirt is skate on the front steps of the building .,several people are looking at a book .,0,en
a guy get lots of air on a skate at a skate,a man is walking down a street .,2,en
baby in running in over - sized flip - flop .,the woman has a pie .,2,en
"a guy in boots , jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and",a man and woman are walking on the beach .,0,en
a child doing gymnastics,a woman is wearing a white hat .,2,en
a man in dark clothing walking in a transit station .,a little boy is in the bathroom .,1,en
a group of kids play on a colorful structure .,a man in a blue shirt is blowing off a black stone .,1,en
"two black labs run , one carrying an orange dog toy .",a group of people are in a canoe .,2,en
a woman is walking her dog and using her cell .,a man is taking a nap .,2,en
a young man at a bowling alley posing on the scoring machine .,there is a blue eyed black woman wearing a white hat .,1,en
a young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .,the man is watching tv .,1,en
a man cooking over high flames .,the girl is playing the video game .,2,en
a woman is taking a picture on the shoulders of another woman in cold weather .,a man is dressed for sha .,0,en
two men are running down a road and carrying a canoe .,a girl is running on a giant pile of vegetables .,2,en
one man cutting through ice on a cold day .,the child is sleeping .,2,en
a man in a gray sweatshirt using a power saw .,a man is playing a drums,2,en
a woman taking candy off of a shelf and putting it in a box .,a man is bringing a cross at the farmer ' s market .,0,en
a woman wearing jeans is walking down the street .,the woman has a beautiful black bag .,1,en
a man wearing a black hat and coat makes a face with a crowd behind him .,a man is wearing a white shirt .,2,en
two people are playing wi ball in a suburban area .,a man is making music,2,en
a person with a striped tube standing in the middle of a crowd of people .,a group of people is sitting down on a bench outside .,2,en
a man pointing into the ear wearing a striped shirt in a small boat filled with many people .,a woman sits on the floor .,0,en
two men stand on stairs with an assortment of chairs and a woven basket in the fore .,a man is in a band .,1,en
a concert with a blue shirt boy in the front and light shining in the back,a family is on vacation .,1,en
"a photographer is taking photos of a hockey game , but he is protecting himself from harm by wearing a helmet .",a woman is driving her car .,2,en
a wet black lab with a red collar is standing in the water .,the woman is a lawyer .,2,en
people are waiting in line to board a double decker bus .,a woman is reading the news paper .,2,en
a brown and white dog holds a tennis ball in his mouth .,a man is washing his hands .,2,en
several people are playing an intense game of paint while others watch from the side .,the man is at a party with his bald wife .,2,en
a young boy in a cowboy hat rides a large horse .,the people are trying to catch up for two boys .,0,en
a young boy with a shaved head and dirty white collar shirt holds a chicken in his arm .,nobody is sitting .,1,en
"a woman with a white blanket over her head is holding a baby wrapped in a blue , pink , and yellow blanket .",a man is wearing a red shirt,1,en
a man smiles while he shave the head of another man .,the man was outside .,0,en
a man jumping a dirt ramp on a b bike .,the women are young .,2,en
a young man standing outside a lau .,a group of people are gathering to play music .,1,en
two police officers in yellow reflective jackets are standing in a shopping zone having a conversation .,there is a person standing on a sidewalk and crossing the street .,1,en
a man wearing white turns to hit a yellow tennis ball .,a woman is getting her tattoo .,0,en
a mother sha her baby with an umbrella as she and her partner climb the stairs .,a dog is jumping into a lake .,2,en
a young boy is taking american flags to place them where they will remind others of the sacrifices made by veterans .,a man is riding a bicycle .,2,en
"a dark - skinned person , crouched while painting a sign .",a on gives a speech at a cow with something .,1,en
a young football player watches a game with his coach .,the request is going to sell clothes .,2,en
a man sitting on a motorcycle with a sunset directly behind him,the women ' s hands are hard .,2,en
four men are posing behind a cash register .,a person is walking home from school .,2,en
a crowd is watching a group of men in suits with briefcase walk in formation down the street led by a woman holding a sign .,a man is painting .,2,en
a surfer is performing a jumping stunt in the ocean .,two people are smiling at a camera .,2,en
a man leads the way in a race .,two men are sitting on a bench in a park .,0,en
a man in a blue shirt touches his head while talking to two women outdoors .,the teams are playing basketball on the court .,0,en
a bald man with glasses stands in front of a colorful display .,a child is playing .,0,en
three girls jumping in front of a house ' s flower garden .,the woman is yelling at her husband .,0,en
a young woman in a black skirt and boots walks by stores .,a woman buys a flower from a crowd,1,en
boy with red shorts getting soaked with water .,a man is having his lunch at a bar .,1,en
"a man wearing an oxford shirt , sunglasses , and a hat smirk .",a man in short sleeves points for a cup of a boat .,2,en
a woman in a white hi dig into the ground .,there is a crowd watching the parade in the background .,0,en
a small dog runs to catch a ball .,the firefighters are all inside,0,en
"a homeless man carries a sign that says "" hungry "" .",a woman enjoys her baby .,0,en
"a man who wears glasses , a blue shirt and a chicago white sox cap holds a young boy who also wears a blue shirt .",a man has just punched a train .,0,en
"a man in a leaf - patterned short stand behind a sun , smiling at the camera .",the girl is laying down .,1,en
a woman floats in an inner in a large body of water .,a kid is playing with his mother .,0,en
a road worker is holding a stop sign to direct traffic .,the man is stirring hot on the stove .,0,en
a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart .,a woman standing near a decorated street .,2,en
a man interviews a boy in a gathering of people .,a woman is giving a speech .,2,en
a man with no shirt on is performing with a baton .,the man is eating .,0,en
a cheer in a tight red and white uniform is passing out white t - shirts at a sporting event .,a man sings .,2,en
a group of people sitting around a small round table eating .,the man and the girl are cowboys,1,en
a young boy in a dental examination .,a man is looking in the picture for his son .,2,en
"a man wearing a black cap is suspended in the air on a swing , as children are swinging on a swing set .",a woman is walking by the market .,0,en
a man holding a picture of a small dog is painting a small dog in near life size on a white canvas .,a man is watching a movie .,2,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,the men were in the woods .,0,en
a person in a yellow helmet rock climbing while another person waits on the ground with the te .,the boy is running in the yard,1,en
an suv traveling through mud .,the woman is doing a show .,2,en
a bird is perched on a line of some sort attached to a pole .,two friends are playing in the street,0,en
two men shining peoples shoes .,the people are walking through a field .,1,en
two men are wearing caps are looking at the ground with surprised expressions on their faces .,the woman is swimming in the ocean .,1,en
a rescue worker searches with a flashlight under a slab in a ruined building .,the men are walking .,0,en
an asian woman in a hat is measuring food from barrels with a lad into a smaller metal pan .,the woman is wearing a red jacket,1,en
four kids sitting at a table with food on several plates .,a man em his thirst .,2,en
villagers pulling in the fish boat .,they are setting up their house .,1,en
bi ride the course near the ocean as the day comes to an end .,the man is playing with his cat .,1,en
two men roast marsh in a fire pit .,the skate is wearing a safety helmet .,1,en
a man cooking over high flames .,the boy is wearing a shirt .,0,en
there is a person walking down a tree lined street with snow scattered about .,a person is sitting on a bench next to a large fountain .,2,en
two men at a fish market filled with boxes of fish and freshly cut fill study a weight scale .,they are playing instruments .,1,en
