premise,hypothesis,label,lang_abv
"a little boy with a shirt , shorts and socks on , standing on the beach .",a girl is going to get in a car .,1,en
a couple wearing bright outfits walking hand and hand on a sidewalk .,the man is driving a car .,1,en
"a man wearing red ski pants , a black jacket , and a white helmet is skiing down a mountain .",the man is wearing a shirt .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,two men are in a boat .,1,en
a woman in a burgundy coat exits trader joe ' s with a cart full of groceries .,a man is making a phone call .,1,en
the man in the dark maroon shirt is kicking something .,the man is a farmer,2,en
a mo rider rides in the air over a bar .,the woman is outside,0,en
man in leather jacket and scarf sits on purple cushion at a party .,a man is sleeping .,0,en
a man and a woman are showing their kid their little baby .,a man is using a hammer,1,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,the man is on the ground .,2,en
an asian woman dressed in a black blouse and knee length pants is wal across a wet street holding a collapsed umbrella .,a man is sitting down .,1,en
a person in orange clothing rests above a metro entrance .,a man is standing in a bright room .,0,en
two boys run to the entry of an old building .,a woman is wearing a white shirt,2,en
an asian man is performing with face paint on .,a man is riding a bike .,1,en
artists install a new exhibit in a gallery .,a person is sitting on the ground .,1,en
a young boy wearing a suit and top hat is holding hands with a girl in a green dress .,two people are dancing .,0,en
this person is walking down the street and talking on their cell on a windy day .,a man is standing on a roof .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,a man is making a toast .,0,en
a man wearing a red vest is walking past a black and green fence .,a woman is sitting on a bench .,1,en
woman adjusting her eye .,a man is working on a project .,1,en
a man in the bucket of a cher - pick cuts down branches using a chains at the end of a long pole .,a man is sleeping .,0,en
a robe dancer holding fire stick entertain a crowd .,the man is a farmer,2,en
small girl riding in play car .,the man is in a boat .,1,en
a man is talking on a cell while filling his car with gas .,a man is walking his dog .,2,en
a girl with black pants on is lowering a camera onto the running track .,a woman is wearing a shirt .,1,en
two girls playing catch on a lawn,the three men are on a balcony .,1,en
a young boy giving his brother a pig ride,a man is standing on a ladder .,1,en
a person with braid hair and a gray sweatshirt covers his mouth and sits in a purple chair .,a man is in a band .,2,en
a group of people are in a row in the ocean surrounded by sea .,a man is walking outside .,2,en
a fire climbs up a ladder towards flames while surrounded by smoke .,a man is riding a bicycle .,1,en
the indian ' s are performing a sacred dance .,a man is riding a bike .,2,en
a father and his daughter are riding a lawn move down a street while dressed in american colors .,a man is playing a guitar .,0,en
a child doing gymnastics,a woman is outside .,1,en
"there ' s a woman in a pink and gray striped outfit standing with five children , three of which are making faces .",a man is walking outside .,0,en
a guy wearing jeans and a hat is crouch on a hand with a concrete embankment located in front of him .,the child is at home watching tv .,1,en
"an older man in a printed shirt , smoking on a busy street .",a man is standing in the snow .,0,en
a man with a blue helmet and orange shirt .,the man is wearing a red jacket .,2,en
a woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket .,a man is looking at a painting .,2,en
"two casually - dressed men , one in a cowboy hat and one in a baseball cap , make their way through a crowd .",a woman is playing a game .,0,en
a young child climbing a stack of logs even though the sign warns against it .,a woman is sitting on a bench .,2,en
three men play musical instruments .,a man and a woman are sitting in front of a wall .,2,en
a man is laid back in front of a tv .,a woman is standing in a doorway of a store .,0,en
a painter with a gray t - shirt and ta arm sketches a mural with extreme precision and focus .,the man is wearing a suit .,0,en
"a senior citizen wearing a hat , blue button up shirt , k shorts and sandals walking in a park holding two ice cream cones .",a man is standing on a sidewalk .,0,en
several men in black t - shirts and caps are using with metal rods to smash food that ' s lying on a round table with a hole,a man is enjoying a day at the beach .,2,en
at least eight people are sitting at a table in a building that overlook the city .,the man is in a barber .,2,en
the dog ' s mouth is open like he is ya .,a man is playing the drums in the park .,2,en
a female softball player in a black and red uniform with a red batting helmet is holding her bat waiting for the pitch .,a man is playing the piano in front of a large crowd .,2,en
a tree worker with a hard hat is cutting down a branch .,the man is holding a baby .,2,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,a man is wearing a white shirt .,2,en
girl in black pants and an orange top jumping with one leg outs and foot pointed other in background dressed the same .,a woman is sitting down .,0,en
two men pouring concrete onto another truck .,a man is holding a sign .,0,en
"a man smoke while leaning against a pillar , which has a "" missing person "" fl posted on it .",a man is playing the guitar .,0,en
a young african boy skipping rocks .,a man is walking in the rain .,0,en
"people are riding bicycles in the street , and they are all wearing helmets .",the man is on vacation .,0,en
"three people sit on a bench at a station , the man looks oddly at the two women , the redhead women looks up and forward in",the man is wearing a shirt .,2,en
"a blond headed child in yellow boots and yellow jacket vest playing in the gravel with his pa , shovel and trucks .",a child is taking a nap .,0,en
"it ' s another day of celebration , with a parade and signs , with many people in attendance .",a woman is jumping .,2,en
a young blond boy is eating cake with a spoon .,a woman is holding a baby .,2,en
women wait under their umbrella for customers at a fresh food market .,a woman is singing .,0,en
three kids perform a ski about camping .,a girl is riding her bike through the forest .,2,en
a young girl holding a todd .,the man is playing the piano .,0,en
two girls holding bags walking down the sidewalk .,the man is in a bar .,2,en
a man looks mysterious in a blue shirt and a red truck for a company called wil .,two women are wearing short clothing .,0,en
"four men are sitting in front of two large windows ; one man is playing a guitar , one is playing the bon drums , and two",there is a man and a woman in a dress .,1,en
"two men on stil and a woman t a ribbon , lead a fest parade along the streets , while a woman looks on",the man is a woman .,1,en
two young girls show prints of a line drawing of an animal .,a man is playing the flute .,1,en
a dog is running parallel with the ocean waves .,a man is playing a game .,0,en
three men are standing on stage performing .,the dog is sleeping .,2,en
a public speaker in a plaid shirt speaks on the microphone .,a man is playing an instrument .,2,en
the dogs are playing on the bed .,a man is wearing a suit .,1,en
a choir of youths are singing .,two people are sitting on a bench .,2,en
"a lady in a green and black jacket , and blue pants , taking a photos of a horse .",the man is a farmer,1,en
a child is thrown by a man in the swimming pool .,a woman is standing on a stage .,1,en
a group of cleaner are sweeping up animal fe from the street during a parade or festival .,a man is looking at a camera .,2,en
elderly woman in blue apron balance a basket on her head on a sidewalk while talking to a woman dressed in black .,the man is playing a game .,0,en
a boy dressed in a dark shirt carries a blue bag over his shoulder and a green pa .,a woman is watching a movie .,0,en
very young boy is standing outside near a water fountain that is built into the ground and is sq water .,the man is wearing a suit .,0,en
a man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape .,a woman is wearing a jacket .,0,en
child getting ready to go down a slide .,a man is holding a baby .,0,en
a male with a pro leg diving for a volleyball .,a man is at the beach .,1,en
three military officials are battling a fire my a building .,a man is playing guitar .,1,en
"female beach volleyball players on either side of a net , with one looking to spike the ball as her teammate watches with the blue sky in the",a man is trim a tree .,0,en
a man sitting on an elephant with a riding seat is talking to a female tourist .,a man is outside on a bench .,0,en
"a woman with a blond ponytail and a white hat is riding a white horse , inside a fence with a horned cow .","a man is standing on a sidewalk , while he is in a large black shirt .",1,en
"a person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .",a person is sleeping .,1,en
four men playing drums in very orange lighting while one of them is also drinking something out of a bottle .,a man is wearing a pink shirt .,0,en
a man wearing a short - sleeve blue shirt and carrying a blue backpack while using snow walking sticks trek through the snow with a woman,the man is a famous author .,2,en
"a young child dressed in a scarf , hat , jacket , gloves , pants , and boots , outside playing in the snow .",a woman is looking at a camera .,0,en
a young boy learns how to ride a horse,a man is working on his laptop .,0,en
a wake .,a man is holding a girl .,1,en
a man holding a pink cooler is talking to an older woman .,a man is sitting on a bench .,0,en
an older caucasian couple is having their picture taken by a stone statue of a man and woman kissing .,the man is driving a car .,1,en
a group of cleaner are sweeping up animal fe from the street during a parade or festival .,the man is sitting on a bench by the water .,0,en
a man and women sleeping outside on a bench .,a woman is working on a computer .,0,en
young man performing a skate trick on a sidewalk in a city .,a man is climbing a ladder .,2,en
a young man wearing a green shirt and a hat attempts a trick on a skate while riding it in a skate park next to a beach,a man is standing on a sidewalk .,1,en
a little boy in a red shirt and swim trunks plays at the beach .,a man is wearing a costume .,0,en
male in a blue jacket decides to lay in the grass .,a man is playing a trumpet .,2,en
a young woman in tight pants talks to a man in the street .,the woman is wearing a red shirt .,1,en
the small child is sitting in a red playground swing .,a man is sitting on a couch .,0,en
a man with his finger in his mouth is standing outside of an rv .,a woman is taking a picture of her daughter .,1,en
"a man lying on the grass on a rugby field , holding a rugby ball .",a man is sitting on a bench .,2,en
a man and a woman jumping with a lake in the background .,a man is riding a un .,2,en
a large group of people walking in a busy city at night .,a mother and child are sitting on a couch .,2,en
a man in colorful shorts is surfing under a wave .,the woman is outside .,1,en
a little boy with blond - hair stares down at display case featuring cookies and cakes .,a man is riding a horse .,2,en
a man is painting letters using a ste onto a round stand - up sign that is lying sideways .,a man is wearing a red shirt .,2,en
a person is on a four wheeler kicking up a lot of dirt in a dune .,a man is watching a movie .,1,en
"a young woman wearing jeans , a white t - shirt and a hat , performs a high flying trick on a bicycle at an outdoor bike park",a man is playing with a baby .,2,en
a few women and children are collecting items from rocks .,a man is playing with a tennis rack .,1,en
a dark - haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motor .,two men are sleeping in the park .,0,en
a man in a black leather jacket and a book in his hand speaks in a classroom .,a man is sleeping .,2,en
"people seated at long tables all facing the same direction , some writing and some watching .",a man is walking on the sidewalk .,0,en
"in an apparent classroom setting , a young man in a blue t - shirt has a book on his knee while a woman dressed in black next",a man is standing on a sidewalk .,2,en
two dogs in a grassy field .,two men are working on a roof .,0,en
a birthday party for many little people to enjoy .,the boy is having fun .,1,en
a man on stil is performing a magical trick while on enjoy .,two young men are swimming in the ocean .,1,en
"a couple is sitting down smiling , with the woman linking arms with the man .",a person is walking outside .,2,en
a child rides a bicycle in a sunny neighborhood .,the man is wearing a blue shirt .,2,en
a man wielding an electric razor is glee sha away another man ' s hair .,a boy is playing with a ball .,2,en
athletic men in matching black pants performing under the spotlight .,two men are working on a roof .,0,en
"a woman , wearing a colorful bikini , rests laying down next to the blue water .",a man is wearing a pink jacket .,1,en
a runner in yellow has a convoy of motorcycles following behind him on a highway as by watch .,the man is sitting down .,0,en
a cement worker is working on a new sidewalk outside of a clothing store .,the man is a musician .,0,en
a blond woman in a white shirt demonstrates her talents to a crowd .,a man is working on a project .,0,en
"a man is holding on to a piece of rope , sitting in an in boat , in front of several other larger boats .",a man is wearing a shirt .,0,en
a man standing in front of a building on the phone as two men to the side pain on the side .,a man is playing an instrument .,2,en
a child with a yellow shirt riding a yellow bike in a city .,a man is riding a skate .,2,en
a little girl in a gray shirt smiles as she brushes her teeth with a yellow and orange tooth .,a man is standing on a ladder .,1,en
some children are playing soccer in front of a large wooden door .,a man is standing in a doorway .,1,en
people enjoying food outside of a restaurant .,a young girl is playing with her band .,2,en
a group of construction workers busy ref a subway station .,the man is wearing a shirt .,2,en
a dog and a cat are swimming in a swimming pool .,the man is reading a book .,0,en
a teen is standing in a field and is in the ups position after hitting a golf ball .,a man is dancing with a woman .,2,en
a woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag .,a man is sitting on a stool .,2,en
a pale colored dog runs through a body of water .,the man is wearing a black shirt .,0,en
gentleman sketch on brown paper at christmas .,a man is playing a guitar .,1,en
man chop wood with an axe .,a man is looking at a woman .,2,en
an older man wearing stars and stripes rides a bike .,a man is walking on the sidewalk .,1,en
"a guy on roller , sliding across a rail .",a woman is trying to make a laugh .,0,en
a group of runners are running towards two identical skyscraper .,a man has a light blue hat .,1,en
pedestrian walking on the street,a woman is wearing a dress .,0,en
a little boy is sitting on a gi bo while learning .,a man is playing an instrument .,0,en
a fire searching for something using a flashlight .,a man is playing a banjo,0,en
men wearing hats walk on the street .,a man is playing the guitar,0,en
a group of people celebrating in the street .,the man is in a race .,0,en
a man dressed all in black puts his hands on an art sculpture .,the child is playing with a toy .,1,en
a red hot air balloon lands in a field among a crowd .,the man is in a park,2,en
two women are getting their pictures taken with a man in his underwear .,the man is indoors .,2,en
a young girl holding a todd .,the man is looking at the camera .,1,en
two men heavily immersed in a conversation worth having .,a man is playing the drums .,0,en
a skate is grinding on a curb with his skate .,the man is wearing a red shirt .,1,en
a big black dog jumps in the air to catch the tennis ball in his mouth .,there is a young boy with a red shirt and blue socks .,0,en
four young children appear in this image wearing pants and shirts while they lounge in the room .,two men are eating lunch .,0,en
"two girls , one wearing a pink shirt and the other wearing a blue shirt , are standing against a wall .",a man is preparing a meal .,1,en
"a little boy wearing a yellow , white and black striped shirt is whispering a secret to a little girl wearing a white long sleeve - shirt",the men are outside .,0,en
"two women are sitting at a table , one is holding a baby and another child is playing on the floor .",a man is holding a baby .,0,en
a blond woman kissing the cheek of a brown - haired man .,the man is playing a guitar .,0,en
four dark - skinned boys are playing soccer .,the people are standing outside .,2,en
people stand along a train track and take pictures .,a woman is in a mall .,0,en
people standing in front of a gray building with a sign that reads ' tickets available here ' .,a woman is sitting on a bench .,1,en
a mata in white and gold clothing and pink sock is getting hit by a raging bull,the man is sitting on a chair .,1,en
a standing man talks to a seated woman while on some sort of vehicle .,the man has his hands in his pockets .,2,en
two fans are cheering at a sporting event .,a man is wearing a white shirt .,2,en
a boy roller in the street .,a man is riding a bike .,0,en
a child sits in a tree holding a branch .,a man is walking in the rain .,2,en
"six rescue cooperate to place an injured man on a transport device in snowy , mountainous terrain .",the man is playing tennis .,2,en
"a group of people standing around smiling , and in the background are more people and hand signs .",a man is wearing a hat .,0,en
"the basketball player in the blue uniform is guarding the player in the orange uniform , who has the ball .",the man is wearing a swim .,1,en
children receiving places at an award ceremony .,a man is at the circus,0,en
two men in punk - style clothing stand in front of a wall .,a man is looking at a newspaper .,0,en
young asian girl is sitting on the ground in rubble .,two men are talking about politics .,0,en
a man in a business suit screaming at the camera .,a man is riding a bike .,0,en
young boy smiles at the camera from the tire swing .,a woman is wearing a costume .,0,en
four men in the forest move a cannon down the path .,the man is outside .,0,en
young children waving american flags for a soldier,the people are in front of a wall .,1,en
a man is resting in a small stream with a hat over his head while the little waterfall is pouring in the background .,two women are talking on the phone .,1,en
a person in a red shirt and black pants hunched over .,a group of people are looking at the ocean .,1,en
a lady looks surprised .,the person is wearing a red shirt .,1,en
"bruce springsteen , with one arm outstretched , is singing in the spotlight in a dark concert hall .",a man is playing a guitar .,0,en
the gentleman is speaking while the others are listening .,a man is playing baseball .,1,en
"a man with arms folded in front of his chest sitting next to at least one other person , laughing .",two men are playing basketball .,1,en
a woman with a pink purse walks down a crowded sidewalk .,the person is standing .,0,en
a group of young people performing on a stage .,the woman is walking in the rain .,1,en
a group of men are riding a moving walkway .,the boy is playing with a toy .,2,en
"a skate is performing a grab trick while hovering above a ramp , which is located within a city .",a man is working on a project .,0,en
a woman sits in a market where she sells goods with her dog .,a man is walking down the street .,2,en
two silhouette people paddle a canoe on the ocean during sunset .,a man is looking at a woman .,2,en
the woman in the white coat is holding a camera in her hand .,the woman is wearing a shirt .,2,en
a little boy is getting is birthday cake and is blowing out the candles .,the men are playing basketball .,1,en
a woman wearing a blue and orange coat is sitting outside on a bench in front of a red background .,the guy is wearing a helmet .,1,en
two people are standing at the end of a wooden dock .,a group of people are outdoors .,1,en
a brown dog wearing a collar is chasing and biting on a red broom .,the man is wearing a hat .,1,en
several people are bike riding .,a man is sitting on a bench .,2,en
a woman in a red long - sleeve shirt and blue jeans stands at the le speaking at or about g u wi,the man is on a motorcycle .,1,en
construction worker working on a structure,a man is in the desert .,1,en
a historic - looking building .,the man is wearing a shirt .,1,en
a woman is cleaning up by putting dishes in the dish after making supper .,the women are in a kitchen .,2,en
a little boy with blond - hair stares down at display case featuring cookies and cakes .,a man is wearing a red shirt .,0,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a woman is sitting on a bench .,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",a man is taking a picture of the woman .,0,en
an ambulance is passing a man wearing a banda and girl .,a man is sitting in the sand .,2,en
"one woman with jeans , gray shirt and sandals ; with girl in all pink watching a white ball float in mid .",a group of men are sitting on a bench .,1,en
a young man in a backwards baseball cap balance his skate on the edge of the concrete .,a woman is playing the drums,0,en
a woman outside in the snow holds a container that produces steam .,a woman is wearing a black shirt .,0,en
a man dressed in a surfing shirt and blue and white shorts skill guides his yellow board with its multi sail over the crest of,the man is in a large city .,1,en
"first lady laura bush at podium , in front of seated audience , at the white house conference on global literacy .",a man is playing guitar .,0,en
a child dressed in purple clothing and a hat runs in splash water while a man and a small boy walk nearby .,a brown dog is running outside .,2,en
a girl in a blue leo hu hoop on a stage with balloon shapes in the background .,a man is in the street .,0,en
a black and brown dog is playing with a brown and white dog .,a man is in a room with a cigarette .,1,en
man holding torch of fire .,a man is sitting on a chair .,1,en
a couple look into the camera as the fore is filled with balloons .,the man is at a restaurant .,1,en
a woman in a striped shirt is walking a horse across a street .,the dog is running .,2,en
a man in a blue collar t - shirt posing at someone while holding a hebrew newspaper .,a man is sitting on the ground .,1,en
a man and woman setup a camera .,the man is reading a book .,1,en
a man is giving another man a hair while three other guys stand around .,the woman is standing in a supermarket .,1,en
an asian man makes faces for the camera .,a boy is playing with a ball .,1,en
a horse has fallen down on the green grass and the jockey riding on top is trying his hardest to not fall off .,a woman is wearing a shirt .,1,en
a man walks past an arch in an old gothic style building .,the man is wearing a green shirt .,1,en
a man preparing to bat in a baseball game .,a man is talking to a woman .,0,en
a bunch of people are standing all together in a street with a building in the background .,a man is sleeping .,1,en
"five people are kneeling between two park cars , and one man is approaching with his arm raised into the air .",three people are walking around a large city .,1,en
a crowd in which two men are wearing santa claus hats are celebrating christmas outside of a bank of america and a christmas tree .,a man is riding a bike .,2,en
the white dog is pulling a large stick .,a man is wearing a hat .,2,en
a man in a grassy field throws a stick for a group of three brown dogs .,a man is wearing a hat .,0,en
three men are sitting outside on chairs with red seats .,a man is sitting in a chair .,1,en
a female swimmer wearing a swimming cap does the butterfly stroke .,the man is at home sleeping,2,en
a wall hung with multi crosses is visible behind the group of young men as they converse .,the woman is a model .,2,en
construction workers use cables to hang from the sides of buildings .,a man is riding a bike .,1,en
"a man stands on a dock near several boats , while 2 other men are on one of the boats .",a man is sitting down eating a hot .,0,en
a man in colorful shorts is surfing under a wave .,the man is wearing a shirt .,0,en
a brown dog and a black and white dog are running over grassy hills .,the man is eating,0,en
several people are playing an intense game of paint while others watch from the side .,the person is on a hike .,0,en
two people sitting on the sand .,a girl is playing with her brother .,0,en
a group of people are looking at photographs on a wall and speaking to each other .,the woman is wearing a red shirt .,0,en
three men are sitting outside on chairs with red seats .,a man is walking down the street .,0,en
this off - road driver has tipped his truck .,a man is standing in a kitchen .,2,en
a young girl in a yellow top and a flower skirt is standing on a blanket and biting on a toy .,a woman is standing on a stool .,0,en
an elderly fire in an orange suit is holding a fire hose with water coming out .,a woman is walking home .,0,en
a large group of people pop a dimly lit room .,a woman is at the beach .,1,en
three army soldiers are holding guns and peering around a corner of a building .,the young girl is playing with her dog .,1,en
"a young man in a white hat is playing golf with an older man wearing a blue , long - sleeve shirt and k .",a man is sitting on a bench .,0,en
two little girls dancing on the floor,a man is going to work,2,en
a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other .,the man is sitting on a bench .,1,en
a crowd of people stand in street in front of a series of white tents .,a man is running on the sidewalk .,2,en
a mata in white and gold clothing and pink sock is getting hit by a raging bull,a man is next to a building .,1,en
"a person just about to stand up while water - skiing , while people in the background watch and take photos .",the man is wearing a shirt .,1,en
"three little kids on a swing set ; one is upside down , one hanging from the top bar , and on a swing .",a man is playing the guitar .,1,en
an older man holding a sign for tattoos sol business on the street .,the man is sitting in the living room .,0,en
a man wearing a blue shirt and head around his neck raises his arm .,a man is sleeping on the floor .,1,en
"a man wearing a blue lab coat , safety glasses , and gloves is working at a small machine with a large computer screen .",the man is sitting down .,0,en
two men fixing a bicycle .,the boy is in a bowling alley .,0,en
a clown performs in a park among other people .,the man is wearing a yellow shirt .,2,en
children receiving places at an award ceremony .,a man is walking his dog .,2,en
a man in a boom lift bucket we .,a man is standing on a street .,1,en
the small child is wearing winter clothes and a hat .,a man is painting a wall .,1,en
a man in a blue plaid shirt with black pants is sitting on a box and holding something in his hand .,a man is walking .,2,en
a boy jumps on the beach .,a man is outside .,1,en
"a young boy sits on the shoulders of a woman , who is carrying a young girl .",two men are working on a project .,1,en
"a man wearing black pants , an orange and brown striped shirt , and a black banda in a "" just thrown a bowling ball "" stance",a man is doing a trick .,2,en
a young boy in red leaping into sand at a playground .,a man is playing music .,2,en
a carpenter is working on a roof at a house being built .,a man is wearing a shirt .,0,en
"a homeless man carries a sign that says "" hungry "" .",the man is near a building .,2,en
"two guys on a couch , one is looking up the other is looking away with a cup in his hand .",a woman is singing a song .,0,en
a older man working at a lo,the woman is in the middle of the street .,1,en
a young boy in green shorts balance on a pipe above a river .,a man is holding a baby .,1,en
a woman wearing a beige sweater and black pants talking to man wearing black pants and top,a man is watching a movie .,2,en
businessman walking as two arrows point to him .,a man is playing a guitar .,2,en
the man in the black shirt is skate on the front steps of the building .,two men are looking at a woman .,0,en
a guy get lots of air on a skate at a skate,a man is sitting on a couch .,2,en
baby in running in over - sized flip - flop .,the man is standing by the water .,2,en
"a guy in boots , jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and",a man is sitting in a chair .,0,en
a child doing gymnastics,a man is walking through a field .,2,en
a man in dark clothing walking in a transit station .,a man is walking,1,en
a group of kids play on a colorful structure .,a man is standing in a doorway of a building .,1,en
"two black labs run , one carrying an orange dog toy .",a man is looking at a newspaper .,2,en
a woman is walking her dog and using her cell .,a man is outside .,2,en
a young man at a bowling alley posing on the scoring machine .,the man is wearing a red shirt .,1,en
a young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .,the man is sitting at a table .,1,en
a man cooking over high flames .,the little girl is taking a nap .,2,en
a woman is taking a picture on the shoulders of another woman in cold weather .,a man is wearing a plaid shirt .,0,en
two men are running down a road and carrying a canoe .,a woman is holding a baby .,2,en
one man cutting through ice on a cold day .,a woman is wearing a red shirt .,2,en
a man in a gray sweatshirt using a power saw .,a man is playing a guitar,2,en
a woman taking candy off of a shelf and putting it in a box .,a man is wearing a red shirt and is singing .,0,en
a woman wearing jeans is walking down the street .,the man is playing the guitar .,1,en
a man wearing a black hat and coat makes a face with a crowd behind him .,a man is walking down the street .,2,en
two people are playing wi ball in a suburban area .,a man is working on a computer .,2,en
a person with a striped tube standing in the middle of a crowd of people .,a man is playing a guitar .,2,en
a man pointing into the ear wearing a striped shirt in a small boat filled with many people .,a group of people are at a party .,0,en
two men stand on stairs with an assortment of chairs and a woven basket in the fore .,a man is in a band .,1,en
a concert with a blue shirt boy in the front and light shining in the back,a man is in a boat .,1,en
"a photographer is taking photos of a hockey game , but he is protecting himself from harm by wearing a helmet .",a man is walking outside .,2,en
a wet black lab with a red collar is standing in the water .,the man is a farmer,2,en
people are waiting in line to board a double decker bus .,a group of people are on the beach .,2,en
a brown and white dog holds a tennis ball in his mouth .,a man is drinking a beer .,2,en
several people are playing an intense game of paint while others watch from the side .,a man is playing a game with his girlfriend .,2,en
a young boy in a cowboy hat rides a large horse .,the people are outside .,0,en
a young boy with a shaved head and dirty white collar shirt holds a chicken in his arm .,people are running away from a man .,1,en
"a woman with a white blanket over her head is holding a baby wrapped in a blue , pink , and yellow blanket .",a man is sitting on a bench .,1,en
a man smiles while he shave the head of another man .,the man is on a boat .,0,en
a man jumping a dirt ramp on a b bike .,the man is on the beach .,2,en
a young man standing outside a lau .,a man is in a kay .,1,en
two police officers in yellow reflective jackets are standing in a shopping zone having a conversation .,the man is wearing a blue shirt .,1,en
a man wearing white turns to hit a yellow tennis ball .,a man is playing a banjo .,0,en
a mother sha her baby with an umbrella as she and her partner climb the stairs .,a person is riding a un .,2,en
a young boy is taking american flags to place them where they will remind others of the sacrifices made by veterans .,a man is wearing a suit .,2,en
"a dark - skinned person , crouched while painting a sign .",a family is having a picnic .,1,en
a young football player watches a game with his coach .,a child is playing with a toy .,2,en
a man sitting on a motorcycle with a sunset directly behind him,the man and woman are sitting on a bench .,2,en
four men are posing behind a cash register .,a woman is sitting on the floor .,2,en
a crowd is watching a group of men in suits with briefcase walk in formation down the street led by a woman holding a sign .,a man is walking in the rain .,2,en
a surfer is performing a jumping stunt in the ocean .,the two people are driving a car .,2,en
a man leads the way in a race .,the man is wearing a white shirt .,0,en
a man in a blue shirt touches his head while talking to two women outdoors .,a woman is walking with her baby .,0,en
a bald man with glasses stands in front of a colorful display .,a woman is getting a car .,0,en
three girls jumping in front of a house ' s flower garden .,the man is sleeping .,0,en
a young woman in a black skirt and boots walks by stores .,a little kid is playing with a toy,1,en
boy with red shorts getting soaked with water .,a man is working on the computer .,1,en
"a man wearing an oxford shirt , sunglasses , and a hat smirk .",a man is sleeping .,2,en
a woman in a white hi dig into the ground .,the man is riding his bike in the woods .,0,en
a small dog runs to catch a ball .,a dog is playing with a toy .,0,en
"a homeless man carries a sign that says "" hungry "" .",a man with a hat on is holding a sign .,0,en
"a man who wears glasses , a blue shirt and a chicago white sox cap holds a young boy who also wears a blue shirt .",a man is dancing with a woman .,0,en
"a man in a leaf - patterned short stand behind a sun , smiling at the camera .",the man is dancing for a crowd .,1,en
a woman floats in an inner in a large body of water .,a boy is playing with a ball .,0,en
a road worker is holding a stop sign to direct traffic .,the man is eating lunch .,0,en
a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart .,a man is snow down a hill .,2,en
a man interviews a boy in a gathering of people .,a man is standing in front of a building,2,en
a man with no shirt on is performing with a baton .,the man is wearing a cap .,0,en
a cheer in a tight red and white uniform is passing out white t - shirts at a sporting event .,a man is at a restaurant .,2,en
a group of people sitting around a small round table eating .,a man and a woman are eating .,1,en
a young boy in a dental examination .,a man is outside,2,en
"a man wearing a black cap is suspended in the air on a swing , as children are swinging on a swing set .",a man is sitting on a bench .,0,en
a man holding a picture of a small dog is painting a small dog in near life size on a white canvas .,a man is sitting on a chair .,2,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,the man is a lawyer .,0,en
a person in a yellow helmet rock climbing while another person waits on the ground with the te .,the woman is sitting on the couch .,1,en
an suv traveling through mud .,the man is playing a game .,2,en
a bird is perched on a line of some sort attached to a pole .,the woman is playing a piano .,0,en
two men shining peoples shoes .,a man is wearing a black shirt .,1,en
two men are wearing caps are looking at the ground with surprised expressions on their faces .,a man is singing and playing guitar .,1,en
a rescue worker searches with a flashlight under a slab in a ruined building .,a man is walking .,0,en
an asian woman in a hat is measuring food from barrels with a lad into a smaller metal pan .,the man is wearing a red shirt,1,en
four kids sitting at a table with food on several plates .,a man is standing outside .,2,en
villagers pulling in the fish boat .,the woman is sitting down .,1,en
bi ride the course near the ocean as the day comes to an end .,a man is standing on a sidewalk .,1,en
two men roast marsh in a fire pit .,a dog is playing catch with a ball .,1,en
a man cooking over high flames .,a woman is wearing a blue shirt,0,en
there is a person walking down a tree lined street with snow scattered about .,a woman is sitting on a bench .,2,en
two men at a fish market filled with boxes of fish and freshly cut fill study a weight scale .,the man is swimming in the pool .,1,en
a wet child stands in chest deep ocean water .,the boy is outside .,0,en
a man in a plaid red shirt casts his fishing line out into the water .,a man is walking down the street .,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",the people are on a plane .,2,en
a man and woman sitting on the sidewalk .,a man is playing a guitar .,1,en
passengers in a rusty yellow car driving down the street .,a man is talking to a woman .,1,en
a school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign .,a person is skiing .,1,en
a man is duck down between the red tu in a flower field .,a man is playing a guitar .,1,en
a girl cross ski .,the men are standing next to each other .,2,en
a pale colored dog runs through a body of water .,a person is in a dress .,1,en
a woman talks on a cell while sitting in front of blue railing that are in front of the ocean .,the woman is on her way home .,0,en
a man in a brown jacket stands with his arms spread .,a man is playing a game .,2,en
