premise,hypothesis,label,lang_abv
a man in an alaska sweatshirt stands behind a counter .,people are in beach costumes .,1,en
a child stands in a shower with clothes on .,a female is struggling to bowl,1,en
four people walk across stepping stones in a body of water .,women are working on a concert .,0,en
people on a nature walk with nets and backpack with trees to the left of them .,two men are enjoying a move beneath the slopes .,2,en
the man in camouflage pants telephone 911 for the man in black sneakers who is lying on the ground having a heart attack .,four people stand next to a bus .,2,en
man and woman rowing on surf third rower in distance .,a family getting into the safety light construction .,2,en
two small girls are holding stuffed animals .,men are hiking in a criminal setting up fire .,2,en
"a young man in a white hat is playing golf with an older man wearing a blue , long - sleeve shirt and k .",the man is sleeping .,1,en
a man walks on the icy sidewalk .,a cat enjoys a mouse .,0,en
a young man wearing dark sunglasses smiling,a man is trying to start his collection of money .,1,en
"a black women holding a sign that says , "" free hugs "" in the city .",two riders are going repairs .,2,en
a cowboy riding a horse at a rodeo .,the fountain is packed .,0,en
performer who is wearing 2 hats a scary mask and a black and white robe .,two girls play in the street .,0,en
the red mo bike and its rider are airborne above the trees .,a dog is sleep on the couch .,1,en
two women in tank tops are drinking .,a man is moving quickly .,1,en
the indian ' s are performing a sacred dance .,a cat is sitting on the floor .,1,en
a woman and a young girl are eating side by side .,there is a group of people sitting,2,en
a boy plays basketball .,a group of men are passing a flag outdoors .,1,en
the guy in the black jacket is standing on his hand on a check rec .,they dogs are playing outside .,1,en
a man and a young girl swimming .,the man is eating .,1,en
"a little boy with a shirt , shorts and socks on , standing on the beach .",a helicopter is in the middle of a city .,1,en
a couple wearing bright outfits walking hand and hand on a sidewalk .,people are waiting at the party .,1,en
"a man wearing red ski pants , a black jacket , and a white helmet is skiing down a mountain .",two men make repairs over a giant pot .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,are being made from people,1,en
a woman in a burgundy coat exits trader joe ' s with a cart full of groceries .,the boy was just heading to this school,1,en
the man in the dark maroon shirt is kicking something .,two men are in canada training football .,2,en
a mo rider rides in the air over a bar .,two dogs are playing .,0,en
man in leather jacket and scarf sits on purple cushion at a party .,a young man loses a home run while the skate goes by .,0,en
a man and a woman are showing their kid their little baby .,a girl is having a tan,1,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,two men sitting on the floor are looking west while wearing his red coats .,2,en
an asian woman dressed in a black blouse and knee length pants is wal across a wet street holding a collapsed umbrella .,a man is singing loudly,1,en
a person in orange clothing rests above a metro entrance .,the two kids are outside .,0,en
two boys run to the entry of an old building .,a gray building has a lot of her .,2,en
an asian man is performing with face paint on .,the boy is catching a ball in the ground,1,en
artists install a new exhibit in a gallery .,a riot eating contest in san fran .,1,en
a young boy wearing a suit and top hat is holding hands with a girl in a green dress .,tall people with scowl,0,en
this person is walking down the street and talking on their cell on a windy day .,a man is sitting with his hands up to his back .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,the child is an adult mother .,0,en
a man wearing a red vest is walking past a black and green fence .,the trio is fine,1,en
woman adjusting her eye .,a large group of people are standing in a mountainous region,1,en
a man in the bucket of a cher - pick cuts down branches using a chains at the end of a long pole .,the man is hairy .,0,en
a robe dancer holding fire stick entertain a crowd .,man at work,2,en
small girl riding in play car .,men with horns,1,en
a man is talking on a cell while filling his car with gas .,a car has jumped over the side of it .,2,en
a girl with black pants on is lowering a camera onto the running track .,a couple is lo .,1,en
two girls playing catch on a lawn,the two boys are outside .,1,en
a young boy giving his brother a pig ride,a man working on the art project .,1,en
a person with braid hair and a gray sweatshirt covers his mouth and sits in a purple chair .,a man is on a moving bus .,2,en
a group of people are in a row in the ocean surrounded by sea .,a man in an embroidered drink .,2,en
a fire climbs up a ladder towards flames while surrounded by smoke .,a man is practicing for an upcoming volleyball tournament .,1,en
the indian ' s are performing a sacred dance .,the woman is photograph her friend .,2,en
a father and his daughter are riding a lawn move down a street while dressed in american colors .,a women is holding a jumping that ' s place in the marathon,0,en
a child doing gymnastics,the dog watches the road in a river .,1,en
"there ' s a woman in a pink and gray striped outfit standing with five children , three of which are making faces .",a person smiling for some people .,0,en
a guy wearing jeans and a hat is crouch on a hand with a concrete embankment located in front of him .,two cats lay in chairs .,1,en
"an older man in a printed shirt , smoking on a busy street .",the lady is waiting for her bar .,0,en
a man with a blue helmet and orange shirt .,an old man sits on a patio with his bike .,2,en
a woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket .,a man leans on his head for a family .,2,en
"two casually - dressed men , one in a cowboy hat and one in a baseball cap , make their way through a crowd .",a crowd is getting married .,0,en
a young child climbing a stack of logs even though the sign warns against it .,a tall man working,2,en
three men play musical instruments .,a man and a woman have a meeting trip .,2,en
a man is laid back in front of a tv .,the rugby player is out in the sunlight,0,en
a painter with a gray t - shirt and ta arm sketches a mural with extreme precision and focus .,two women are dancing .,0,en
"a senior citizen wearing a hat , blue button up shirt , k shorts and sandals walking in a park holding two ice cream cones .",the old guy is wearing a bathing suit at the beach .,0,en
several men in black t - shirts and caps are using with metal rods to smash food that ' s lying on a round table with a hole,the men are indoors,2,en
at least eight people are sitting at a table in a building that overlook the city .,someone is pe candles on her phone .,2,en
the dog ' s mouth is open like he is ya .,a woman is moving through the puddle in a flower shop .,2,en
a female softball player in a black and red uniform with a red batting helmet is holding her bat waiting for the pitch .,a person is standing on a snowy beach .,2,en
a tree worker with a hard hat is cutting down a branch .,has always swings on while she waits for his father drive .,2,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,a girl is throwing a race,2,en
girl in black pants and an orange top jumping with one leg outs and foot pointed other in background dressed the same .,a lady and her grandson are in the store .,0,en
two men pouring concrete onto another truck .,a man is walking away from his daughter who is climbing .,0,en
"a man smoke while leaning against a pillar , which has a "" missing person "" fl posted on it .",a woman is running an art gallery filled with united states .,0,en
a young african boy skipping rocks .,the people are lying in bed .,0,en
"people are riding bicycles in the street , and they are all wearing helmets .",bill has lived as .,0,en
"three people sit on a bench at a station , the man looks oddly at the two women , the redhead women looks up and forward in",they are racing each through an air balloon .,2,en
"a blond headed child in yellow boots and yellow jacket vest playing in the gravel with his pa , shovel and trucks .",the clown is in the nut .,0,en
"it ' s another day of celebration , with a parade and signs , with many people in attendance .",a couple is sorting out arenas .,2,en
a young blond boy is eating cake with a spoon .,a couple plays with dogs .,2,en
women wait under their umbrella for customers at a fresh food market .,a couple goes shopping in order to buy chips .,0,en
three kids perform a ski about camping .,a bike messenger helps another truck repair .,2,en
a young girl holding a todd .,four people are standing by a fire .,0,en
two girls holding bags walking down the sidewalk .,there is a man holding a mo girl ' s hands .,2,en
a man looks mysterious in a blue shirt and a red truck for a company called wil .,waitress chi toy car .,0,en
"four men are sitting in front of two large windows ; one man is playing a guitar , one is playing the bon drums , and two",workers are rescuing a man with a rope .,1,en
"two men on stil and a woman t a ribbon , lead a fest parade along the streets , while a woman looks on","two construction workers in a kitchen , as a man takes a bath .",1,en
two young girls show prints of a line drawing of an animal .,the group of people are warming up the steps,1,en
a dog is running parallel with the ocean waves .,a man is standing on a chair working bricks,0,en
three men are standing on stage performing .,two swimmers competing for a prize who lives on the track meet .,2,en
a public speaker in a plaid shirt speaks on the microphone .,the child is playing outside .,2,en
the dogs are playing on the bed .,a car drove down a loop in a subway station .,1,en
a choir of youths are singing .,kids are competing for a play bottle .,2,en
"a lady in a green and black jacket , and blue pants , taking a photos of a horse .",two women are in church,1,en
a child is thrown by a man in the swimming pool .,a dog has a stick in it ' s mouth .,1,en
a group of cleaner are sweeping up animal fe from the street during a parade or festival .,a young man is running in front of a crowd of street barriers .,2,en
elderly woman in blue apron balance a basket on her head on a sidewalk while talking to a woman dressed in black .,the men are getting the their home on their bus .,0,en
a boy dressed in a dark shirt carries a blue bag over his shoulder and a green pa .,a male person playing guitar while another girl waits on the bench .,0,en
very young boy is standing outside near a water fountain that is built into the ground and is sq water .,two men are washing windows on the floor .,0,en
a man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape .,a pair of ladies with foam on a building are not working and smoking a tin cheese .,0,en
child getting ready to go down a slide .,a person is sit up with a cutting machine .,0,en
a male with a pro leg diving for a volleyball .,a man is off somewhere with his girlfriend .,1,en
three military officials are battling a fire my a building .,the girl skip rope .,1,en
"female beach volleyball players on either side of a net , with one looking to spike the ball as her teammate watches with the blue sky in the",the woman is tending to a baby,0,en
a man sitting on an elephant with a riding seat is talking to a female tourist .,a man is taking grocery lessons .,0,en
"a woman with a blond ponytail and a white hat is riding a white horse , inside a fence with a horned cow .",a woman is sitting at the cafe,1,en
"a person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .",a chef is telescope at the gym,1,en
four men playing drums in very orange lighting while one of them is also drinking something out of a bottle .,a man is throwing food into a microphone .,0,en
a man wearing a short - sleeve blue shirt and carrying a blue backpack while using snow walking sticks trek through the snow with a woman,three people are in a computer area .,2,en
"a young child dressed in a scarf , hat , jacket , gloves , pants , and boots , outside playing in the snow .",a dog is looking through a suitcase outside .,0,en
a young boy learns how to ride a horse,a girl on a tram,0,en
a wake .,the woman is sitting on a couch watching tv .,1,en
a man holding a pink cooler is talking to an older woman .,the people are sitting around a camp .,0,en
an older caucasian couple is having their picture taken by a stone statue of a man and woman kissing .,four people are celebrating their wedding,1,en
a group of cleaner are sweeping up animal fe from the street during a parade or festival .,some girls dressed in traditional clothing hold stroll along .,0,en
a man and women sleeping outside on a bench .,the dog is not trying to launch,0,en
young man performing a skate trick on a sidewalk in a city .,the room is colorful .,2,en
a young man wearing a green shirt and a hat attempts a trick on a skate while riding it in a skate park next to a beach,the black po has his pet toy .,1,en
a little boy in a red shirt and swim trunks plays at the beach .,a person is climbing .,0,en
male in a blue jacket decides to lay in the grass .,the people are outside .,2,en
a young woman in tight pants talks to a man in the street .,someone sitting in the shade .,1,en
the small child is sitting in a red playground swing .,a woman is drawing the child ' s culture by themselves .,0,en
a man with his finger in his mouth is standing outside of an rv .,a sad girl in a red dress sits in the shade .,1,en
"a man lying on the grass on a rugby field , holding a rugby ball .",a person snow .,2,en
a man and a woman jumping with a lake in the background .,a white dog leans against a pole in a flooded field .,2,en
a large group of people walking in a busy city at night .,a female is jug balls .,2,en
a man in colorful shorts is surfing under a wave .,people walking .,1,en
a little boy with blond - hair stares down at display case featuring cookies and cakes .,the people are happily walking,2,en
a man is painting letters using a ste onto a round stand - up sign that is lying sideways .,the man is sleeping .,2,en
a person is on a four wheeler kicking up a lot of dirt in a dune .,a man is riding a motorcycle .,1,en
"a young woman wearing jeans , a white t - shirt and a hat , performs a high flying trick on a bicycle at an outdoor bike park",a woman will take after her home run from the beach .,2,en
a few women and children are collecting items from rocks .,a player is playing basketball .,1,en
a dark - haired man in a black uniform is speaking to a man wearing a black jacket and black helmet on a motor .,adults line are det during a school hard day at night .,0,en
a man in a black leather jacket and a book in his hand speaks in a classroom .,a young lady waits for her mom during what is boyfriend,2,en
"people seated at long tables all facing the same direction , some writing and some watching .",the woman is carrying her baby .,0,en
"in an apparent classroom setting , a young man in a blue t - shirt has a book on his knee while a woman dressed in black next",a girl is holding her daughter with a boy crack though both of the green bay and wearing a green jacket takes .,2,en
two dogs in a grassy field .,dogs play tug - of - water of steep ledge in grass .,0,en
a birthday party for many little people to enjoy .,men marching on a sc at sunset .,1,en
a man on stil is performing a magical trick while on enjoy .,nobody has a jacket with a coat,1,en
"a couple is sitting down smiling , with the woman linking arms with the man .",a performer swings his karate and from a local ka .,2,en
a child rides a bicycle in a sunny neighborhood .,two children are dressed in fun .,2,en
a man wielding an electric razor is glee sha away another man ' s hair .,a puppy tries to escape a white fence .,2,en
athletic men in matching black pants performing under the spotlight .,indians make pizza,0,en
"a woman , wearing a colorful bikini , rests laying down next to the blue water .",the blue people are on hands romani .,1,en
a runner in yellow has a convoy of motorcycles following behind him on a highway as by watch .,two women craft toys for a movie in the sewer .,0,en
a cement worker is working on a new sidewalk outside of a clothing store .,an older man in a suit is sitting at the office desk,0,en
a blond woman in a white shirt demonstrates her talents to a crowd .,a girl plays in her birthday garden,0,en
"a man is holding on to a piece of rope , sitting in an in boat , in front of several other larger boats .",the field is weird,0,en
a man standing in front of a building on the phone as two men to the side pain on the side .,a city worker is attempting to repair a roof .,2,en
a child with a yellow shirt riding a yellow bike in a city .,a woman is grocery shopping outdoors .,2,en
a little girl in a gray shirt smiles as she brushes her teeth with a yellow and orange tooth .,a child is standing with her husband in the kitchen .,1,en
some children are playing soccer in front of a large wooden door .,the arms is full of food and drinks .,1,en
people enjoying food outside of a restaurant .,a guy is preparing to fish in a ham .,2,en
a group of construction workers busy ref a subway station .,two people riding bikes in the rain .,2,en
a dog and a cat are swimming in a swimming pool .,people are playing soccer .,0,en
a teen is standing in a field and is in the ups position after hitting a golf ball .,a man is ballroom dancing .,2,en
a woman wearing bike shorts and a skirt is riding a bike and carrying a shoulder bag .,a person watching young boys get seas .,2,en
a pale colored dog runs through a body of water .,there is a dog in a building .,0,en
gentleman sketch on brown paper at christmas .,a person is playing in a swimming pool .,1,en
man chop wood with an axe .,a person digging,2,en
an older man wearing stars and stripes rides a bike .,the man is staring at the beach .,1,en
"a guy on roller , sliding across a rail .",a dog is playing in the water .,0,en
a group of runners are running towards two identical skyscraper .,a co is watching tv .,1,en
pedestrian walking on the street,the dog was bite on the fr .,0,en
a little boy is sitting on a gi bo while learning .,the boy is outside .,0,en
a fire searching for something using a flashlight .,a woman looks at a perpetrators,0,en
men wearing hats walk on the street .,a man is outside .,0,en
a group of people celebrating in the street .,the lady sticks her mouth on the street with a camera .,0,en
a man dressed all in black puts his hands on an art sculpture .,the toy is the blue house so the people are being observed by by many people .,1,en
a red hot air balloon lands in a field among a crowd .,two men are working in a building .,2,en
two women are getting their pictures taken with a man in his underwear .,three men wearing jerseys are elegant deep advertisements in the woods .,2,en
a young girl holding a todd .,middle - aged street vendors are gathering for a concert .,1,en
two men heavily immersed in a conversation worth having .,a group of people are standing around .,0,en
a skate is grinding on a curb with his skate .,some people are boarding before a wedding .,1,en
a big black dog jumps in the air to catch the tennis ball in his mouth .,jim is chi for food .,0,en
four young children appear in this image wearing pants and shirts while they lounge in the room .,mcdonald wife waits for her college cafeteria,0,en
"two girls , one wearing a pink shirt and the other wearing a blue shirt , are standing against a wall .",a man waving happily .,1,en
"a little boy wearing a yellow , white and black striped shirt is whispering a secret to a little girl wearing a white long sleeve - shirt",there are children outside .,0,en
"two women are sitting at a table , one is holding a baby and another child is playing on the floor .",a boy is reading trains .,0,en
a blond woman kissing the cheek of a brown - haired man .,two children are playing a game on a beach .,0,en
four dark - skinned boys are playing soccer .,two people holding animals outdoors .,2,en
people stand along a train track and take pictures .,the dogs broke a mountain on the leash,0,en
people standing in front of a gray building with a sign that reads ' tickets available here ' .,a lawyer is sitting on the grass,1,en
a mata in white and gold clothing and pink sock is getting hit by a raging bull,there is a child with a red and white rope over his head .,1,en
a standing man talks to a seated woman while on some sort of vehicle .,two men await to an audience .,2,en
two fans are cheering at a sporting event .,a man traveling down a river in the rain .,2,en
a boy roller in the street .,a man is practicing with his friend .,0,en
a child sits in a tree holding a branch .,a group of friends are playing sports .,2,en
"six rescue cooperate to place an injured man on a transport device in snowy , mountainous terrain .",people are at a barbecue .,2,en
"a group of people standing around smiling , and in the background are more people and hand signs .",the people are drinking a cocktail .,0,en
"the basketball player in the blue uniform is guarding the player in the orange uniform , who has the ball .",people play in the pool water .,1,en
children receiving places at an award ceremony .,a group of people watching computer,0,en
two men in punk - style clothing stand in front of a wall .,the girl is going to get home from work .,0,en
young asian girl is sitting on the ground in rubble .,tall humans lifting .,0,en
a man in a business suit screaming at the camera .,a man pointing towards the finish line,0,en
young boy smiles at the camera from the tire swing .,a crowd forms outside a jam of traditional night .,0,en
four men in the forest move a cannon down the path .,three children are playing on a bench in the park .,0,en
young children waving american flags for a soldier,there is a man jogging outdoors .,1,en
a man is resting in a small stream with a hat over his head while the little waterfall is pouring in the background .,humans laying,1,en
a person in a red shirt and black pants hunched over .,a boy is eating a bird .,1,en
a lady looks surprised .,two dirt are going to work .,1,en
"bruce springsteen , with one arm outstretched , is singing in the spotlight in a dark concert hall .",a woman has a new dress .,0,en
the gentleman is speaking while the others are listening .,a child splash min and checks into the sand,1,en
"a man with arms folded in front of his chest sitting next to at least one other person , laughing .",pirates are pouring concrete for the wedding .,1,en
a woman with a pink purse walks down a crowded sidewalk .,some ladies are wearing t - shirts .,0,en
a group of young people performing on a stage .,people performing dance together .,1,en
a group of men are riding a moving walkway .,two circus players are fighting to win a record game .,2,en
"a skate is performing a grab trick while hovering above a ramp , which is located within a city .",a man is using a drill .,0,en
a woman sits in a market where she sells goods with her dog .,the girl is riding her bike .,2,en
two silhouette people paddle a canoe on the ocean during sunset .,the man has a bike in the alley .,2,en
the woman in the white coat is holding a camera in her hand .,people waiting at their have dinner .,2,en
a little boy is getting is birthday cake and is blowing out the candles .,there are no females in the photo .,1,en
a woman wearing a blue and orange coat is sitting outside on a bench in front of a red background .,the mechanic are cooking their outfits .,1,en
two people are standing at the end of a wooden dock .,the couple prepares to speak crops for their friend .,1,en
a brown dog wearing a collar is chasing and biting on a red broom .,three people ride skate down the street .,1,en
several people are bike riding .,the men are walking through the rain .,2,en
a woman in a red long - sleeve shirt and blue jeans stands at the le speaking at or about g u wi,the dark man is sitting against the wall waiting for his grandson to pay rice .,1,en
construction worker working on a structure,the man is a donkey he just purchased,1,en
a historic - looking building .,two women are laying on the ground at the beach .,1,en
a woman is cleaning up by putting dishes in the dish after making supper .,little boys are in a soccer field .,2,en
a little boy with blond - hair stares down at display case featuring cookies and cakes .,a man is climbing a stone statue .,0,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a dog is fast asleep .,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",the men have their feet on the peak .,0,en
an ambulance is passing a man wearing a banda and girl .,the men are wearing different dresses .,2,en
"one woman with jeans , gray shirt and sandals ; with girl in all pink watching a white ball float in mid .",the couple read newspapers on their wedding friends .,1,en
a young man in a backwards baseball cap balance his skate on the edge of the concrete .,a couple is having a conversation,0,en
a woman outside in the snow holds a container that produces steam .,a bus maker walks with a taxi .,0,en
a man dressed in a surfing shirt and blue and white shorts skill guides his yellow board with its multi sail over the crest of,football player hitting a football,1,en
"first lady laura bush at podium , in front of seated audience , at the white house conference on global literacy .",the man has the backpack ' s so up .,0,en
a child dressed in purple clothing and a hat runs in splash water while a man and a small boy walk nearby .,the elephants are protesting .,2,en
a girl in a blue leo hu hoop on a stage with balloon shapes in the background .,the man is a mechanic .,0,en
a black and brown dog is playing with a brown and white dog .,a man rides a motor .,1,en
man holding torch of fire .,a child is flying in the air,1,en
a couple look into the camera as the fore is filled with balloons .,one of the men is reading .,1,en
a woman in a striped shirt is walking a horse across a street .,girls posing for the camera .,2,en
a man in a blue collar t - shirt posing at someone while holding a hebrew newspaper .,a woman is putting things around in a bathroom drawing shop .,1,en
a man and woman setup a camera .,there is an animal outside .,1,en
a man is giving another man a hair while three other guys stand around .,business couple and their child are admiring some dan weed .,1,en
an asian man makes faces for the camera .,the blacksmith is white,1,en
a horse has fallen down on the green grass and the jockey riding on top is trying his hardest to not fall off .,a guitarist plays music in an empty hall .,1,en
a man walks past an arch in an old gothic style building .,two women drinking soda,1,en
a man preparing to bat in a baseball game .,a person passing their fishing equipment .,0,en
a bunch of people are standing all together in a street with a building in the background .,a field nearby flags .,1,en
"five people are kneeling between two park cars , and one man is approaching with his arm raised into the air .",sunglasses are in china .,1,en
a crowd in which two men are wearing santa claus hats are celebrating christmas outside of a bank of america and a christmas tree .,a man in orange robe is working in a bar .,2,en
the white dog is pulling a large stick .,"a person is jumping , gear .",2,en
a man in a grassy field throws a stick for a group of three brown dogs .,the artist is eating food on the wall .,0,en
three men are sitting outside on chairs with red seats .,a man is underground .,1,en
a female swimmer wearing a swimming cap does the butterfly stroke .,people are dancing .,2,en
a wall hung with multi crosses is visible behind the group of young men as they converse .,the dress is a protest,2,en
construction workers use cables to hang from the sides of buildings .,the boy is confident with the pigeon .,1,en
"a man stands on a dock near several boats , while 2 other men are on one of the boats .",a group of young adults cooks on a patio and ready for their big event,0,en
a man in colorful shorts is surfing under a wave .,two men are dancing in an open field .,0,en
a brown dog and a black and white dog are running over grassy hills .,they are interaction drinking,0,en
several people are playing an intense game of paint while others watch from the side .,three identical cats are playing indoors .,0,en
two people sitting on the sand .,a drummer is holding up his back .,0,en
a group of people are looking at photographs on a wall and speaking to each other .,the cat was dry .,0,en
three men are sitting outside on chairs with red seats .,the man is shooting his tuba .,0,en
this off - road driver has tipped his truck .,a man talks to a man in black .,2,en
a young girl in a yellow top and a flower skirt is standing on a blanket and biting on a toy .,a horse is running through a puddle .,0,en
an elderly fire in an orange suit is holding a fire hose with water coming out .,the dog is putting people on a walk .,0,en
a large group of people pop a dimly lit room .,the crowd is at the stadium .,1,en
three army soldiers are holding guns and peering around a corner of a building .,there are people in a mall .,1,en
"a young man in a white hat is playing golf with an older man wearing a blue , long - sleeve shirt and k .",a woman covers her purse .,0,en
two little girls dancing on the floor,a man is next to a group of people singing .,2,en
a man with a cowboy hat and a gentleman with sunglasses on his head are seated next to each other .,the man is wearing a shirt .,1,en
a crowd of people stand in street in front of a series of white tents .,a girl makes a cannon technique,2,en
a mata in white and gold clothing and pink sock is getting hit by a raging bull,a man hits a horse with a net .,1,en
"a person just about to stand up while water - skiing , while people in the background watch and take photos .",this group of asian are looking at thing items in hong kong .,1,en
"three little kids on a swing set ; one is upside down , one hanging from the top bar , and on a swing .",a man is standing on a chair outside .,1,en
an older man holding a sign for tattoos sol business on the street .,man sleeping on floor,0,en
a man wearing a blue shirt and head around his neck raises his arm .,the woman is weaving baskets in the proximity of people .,1,en
"a man wearing a blue lab coat , safety glasses , and gloves is working at a small machine with a large computer screen .",there is a child wearing sand .,0,en
two men fixing a bicycle .,two cats are outside,0,en
a clown performs in a park among other people .,three people wearing jackets are fighting each other .,2,en
children receiving places at an award ceremony .,a child in an orange vest is climbing back chip with getting a bus .,2,en
a man in a boom lift bucket we .,the boy is running at the game .,1,en
the small child is wearing winter clothes and a hat .,a little girl covering some ancient clothing .,1,en
a man in a blue plaid shirt with black pants is sitting on a box and holding something in his hand .,the man is hoping to the people .,2,en
a boy jumps on the beach .,a band is playing for an audience .,1,en
"a young boy sits on the shoulders of a woman , who is carrying a young girl .",elderly men are working on the street .,1,en
"a man wearing black pants , an orange and brown striped shirt , and a black banda in a "" just thrown a bowling ball "" stance",a man is thinking about destroyed .,2,en
a young boy in red leaping into sand at a playground .,the boy is playing baseball .,2,en
a carpenter is working on a roof at a house being built .,a man is climbing the rope .,0,en
"a homeless man carries a sign that says "" hungry "" .",people are sitting on a table .,2,en
"two guys on a couch , one is looking up the other is looking away with a cup in his hand .",a dog is chasing a person with a sl .,0,en
a older man working at a lo,the dog walked on the ice next to the shore .,1,en
a young boy in green shorts balance on a pipe above a river .,the woman is sitting in a store .,1,en
a woman wearing a beige sweater and black pants talking to man wearing black pants and top,a man sitting at a computer .,2,en
businessman walking as two arrows point to him .,the young man is at the hospital,2,en
the man in the black shirt is skate on the front steps of the building .,nobody is reaching,0,en
a guy get lots of air on a skate at a skate,a man has had his most done for his date,2,en
baby in running in over - sized flip - flop .,there are slides on top of a beaver dam .,2,en
"a guy in boots , jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and",the man and woman are silent .,0,en
a child doing gymnastics,the brown dog is carrying a stick .,2,en
a man in dark clothing walking in a transit station .,a woman spray a giant waterfall .,1,en
a group of kids play on a colorful structure .,a man in a yellow shirt attempts to shake a place .,1,en
"two black labs run , one carrying an orange dog toy .",a woman is looking at a painting while sitting on her porch .,2,en
a woman is walking her dog and using her cell .,a man is taking a nap .,2,en
a young man at a bowling alley posing on the scoring machine .,people are gathered around the lake .,1,en
a young girl in a white t - shirt and a blue skirt wearing a light colored hat stands in a river next to a big rock .,two men walk down the street,1,en
a man cooking over high flames .,the plant is red,2,en
a woman is taking a picture on the shoulders of another woman in cold weather .,the young boy has grown alligator and yellow luggage ready for the olympic game .,0,en
two men are running down a road and carrying a canoe .,a couple that are waiting for their anniversary to arrive .,2,en
one man cutting through ice on a cold day .,the dog is laying in the field .,2,en
a man in a gray sweatshirt using a power saw .,a man is playing a violin,2,en
a woman taking candy off of a shelf and putting it in a box .,a man is eating,0,en
a woman wearing jeans is walking down the street .,the guy finishes the opening the train in the just because he likes to be rivals .,1,en
a man wearing a black hat and coat makes a face with a crowd behind him .,a young woman looks through a telescope .,2,en
two people are playing wi ball in a suburban area .,the men are not dressed,2,en
a person with a striped tube standing in the middle of a crowd of people .,a woman is standing,2,en
a man pointing into the ear wearing a striped shirt in a small boat filled with many people .,a boy drown with a lady,0,en
two men stand on stairs with an assortment of chairs and a woven basket in the fore .,the man is a famous artist to a female by doing his speech .,1,en
a concert with a blue shirt boy in the front and light shining in the back,a film crew is filming a beaver movie video .,1,en
"a photographer is taking photos of a hockey game , but he is protecting himself from harm by wearing a helmet .",a girl rolling around outside,2,en
a wet black lab with a red collar is standing in the water .,two girls sitting,2,en
people are waiting in line to board a double decker bus .,a boy plays with go cycle on the beach .,2,en
a brown and white dog holds a tennis ball in his mouth .,the people are outdoors .,2,en
several people are playing an intense game of paint while others watch from the side .,the young girl is outside,2,en
a young boy in a cowboy hat rides a large horse .,two people are sitting together on the sofa watching tv .,0,en
a young boy with a shaved head and dirty white collar shirt holds a chicken in his arm .,cyclists are racing others .,1,en
"a woman with a white blanket over her head is holding a baby wrapped in a blue , pink , and yellow blanket .",a man is dressed as a clown ' s made .,1,en
a man smiles while he shave the head of another man .,an older man is wearing a red helmet .,0,en
a man jumping a dirt ramp on a b bike .,two children are playing together .,2,en
a young man standing outside a lau .,the woman is a knight club .,1,en
two police officers in yellow reflective jackets are standing in a shopping zone having a conversation .,three women in dresses are sitting on the sidewalk and enjoying their game .,1,en
a man wearing white turns to hit a yellow tennis ball .,3 male girls are playing indoors .,0,en
a mother sha her baby with an umbrella as she and her partner climb the stairs .,a lone person practicing for a small train .,2,en
a young boy is taking american flags to place them where they will remind others of the sacrifices made by veterans .,a man in blue jeans tries to catch a s past some chinese food stand .,2,en
"a dark - skinned person , crouched while painting a sign .",a 2 year old children eat fruit on the floor together .,1,en
a young football player watches a game with his coach .,the cheer are stopped sitting together .,2,en
a man sitting on a motorcycle with a sunset directly behind him,she is a great professional photographer .,2,en
four men are posing behind a cash register .,a gray drinking dog walks outside .,2,en
a crowd is watching a group of men in suits with briefcase walk in formation down the street led by a woman holding a sign .,a young man holding a younger girl smoking a pipe .,2,en
a surfer is performing a jumping stunt in the ocean .,people and a dressed couple are walking together .,2,en
a man leads the way in a race .,someone is measuring something .,0,en
a man in a blue shirt touches his head while talking to two women outdoors .,the dog is teeth food .,0,en
a bald man with glasses stands in front of a colorful display .,a dog is playing .,0,en
three girls jumping in front of a house ' s flower garden .,the event is dev the park for the summer italian night .,0,en
a young woman in a black skirt and boots walks by stores .,a female leaps .,1,en
boy with red shorts getting soaked with water .,the woman is at home eating .,1,en
"a man wearing an oxford shirt , sunglasses , and a hat smirk .",a man in shorts stands near a different wall .,2,en
a woman in a white hi dig into the ground .,people are in snow .,0,en
a small dog runs to catch a ball .,the surfer is on the water .,0,en
"a homeless man carries a sign that says "" hungry "" .",a girl sleeps near the waterfall .,0,en
"a man who wears glasses , a blue shirt and a chicago white sox cap holds a young boy who also wears a blue shirt .",a group of singers out of a fountain .,0,en
"a man in a leaf - patterned short stand behind a sun , smiling at the camera .",some boys are practicing karate .,1,en
a woman floats in an inner in a large body of water .,a magician is performing for the people in the background .,0,en
a road worker is holding a stop sign to direct traffic .,the man is baking chicken from the butcher .,0,en
