,id,premise,hypothesis,lang_abv,language,label
349,f979d320c6,Benchmarked by U.S.,Benchmark in America.,en,English,0
350,826e99eeca,The truth?,Will you tell the truth?,en,English,1
351,027926b796,it sure will well good to talk to,Let's talk again soon.,en,English,1
352,ddc5c5c93c,because like Tech is known to be a good engineering school and A and M maybe is known more for computers,A and M's computer department isn't very well regarded.,en,English,2
353,a0613df78f,The celebrity-obsessed magazine surpasses itself in the post-Oscar issue.,The magazine is not interested in celebrities.,en,English,2
357,95c7cec891,Tommy felt his ascendancy less sure than a moment before.,Tommy was getting less certain about his ascendancy.,en,English,0
360,cbe73b273c,"Whether you drink beer or alcohol or not, a trip to Dublin isn't complete without a visit to some of its pubs don't miss this experience.","If you don't drink, don't bother visiting the pubs in London.",en,English,2
361,d247609690,"But although the 60 Minutes producer is played by the star (Pacino grandstands, but not to the point of distraction), Bergman's story doesn't have the same primal force.",The producer is played by Harrison Ford.,en,English,2
364,f6e41d1022,I never said you were a mandrake-man.,I never once said or implied you were a mandrake.,en,English,0
366,c19680fafc,down here it's been it's everybody's got colds and everything because it's cold one day and hot the next day,The colds are directly related to the temperature change.  ,en,English,0
368,2795b33ec0,i don't know what kind of a summer we're expecting this year i imagine it's going to be hot again,"I work in the weather station, so I know all about the predictions for the weather this summer.",en,English,2
370,12a478c197,"The central section of Tinos has little of interest, but make your way over the hills to the pretty village of Pyrgos, famed for its school of marble carving.",Not very many tourists visit the central section of Tinos.,en,English,1
371,cabe20cde8,"Unless the report is restricted by law or regulation, auditors should ensure that copies be made available for public inspection.",This report is most likely restricted by law or regulation and should not be ensured.,en,English,1
372,741dbae71f,"The next year, he was expelled from Rand as a security risk after local police caught him engaging in a lewd act in a public men's room near Muscle Beach.",They expelled him from Rand because he commited a crime,en,English,0
376,0a88884390,I was to watch for an advertisement in the Times.,I was anticipating an ad for cigars in the newspaper. ,en,English,1
377,49347a3bdc,"Unsurprisingly, golfing is prohibitively expensive.",Golf is a cheap past time so lots of people do it.,en,English,2
380,1bd822f1b6,The final reason for the teen renaissance is boomer self-obsession.,There are 15 key reasons for the teen renaissance we are seeing.,en,English,1
383,2727ca4d90,uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars,The cost at the dealer's garage is twice as much as what I paid.,en,English,1
386,78367023e3,"Part 2), Confidentiality of Alcohol and Drug Abuse Patient Records.",Drug and alcohol rehab records are to be kept confidential,en,English,0
387,8ebef1ecc0,"Not quite as large is the Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass.",More than a million people gathered to celebrate mass when Pope John Paul II visited in 1979.,en,English,0
389,05389d7aae,well they're so close to an undefeated undefeated season they can taste it and they wanna make history so i don't think they're gonna lack for motivation,"They're close to winning the season, so they won't have any issues with motivation.",en,English,0
396,e0a29d673a,trying to keep grass alive during a summer on a piece of ground that big was expensive,There was no cost in keeping the grass alive in the summer time.,en,English,2
399,b1d3e0d8fe,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,"They controlled the entire country, even when Saladin failed to attack them in 1187.",en,English,2
400,b5ce227c28,His grandson Akbar chose Agra for his capital over Delhi.,The choice of Agra over Delhi came down to one having better food than the other does.,en,English,1
401,3328cdd6d6,The information provided in this guide is current as of the date of this publication.,The information in the guide is up-to-date.,en,English,0
402,485d507d11,"If anything, ultimate fighting is safer and less cruel than America's blood sport.",Nothing is a dangerous as ultimate fighting. ,en,English,2
403,ed81affc50,Jon saw him ride into the smoke.,He rode towards Jon and out of the smoke.,en,English,2
404,bc499f98e6,someone else noticed it and i said well i guess that's true and it was somewhat melodio us in other words it wasn't just you know it was really funny,Someone else paid attention to it and it was really funny. ,en,English,0
406,197669f910,"In a six-year study, scientists fed dogs and other animals irradiated chicken and found no evidence of increased cancer or other toxic effects.",Scientists gave animals irradiated chicken and they all lived as long as the rest of them.,en,English,0
408,4009ddeb05,"When Jesus was born in about 4 b.c. , Joseph and Mary escaped Herod's paranoia by fleeing into Egypt with the new-born infant.",Jesus' birth has been dated to around 10 B.C.,en,English,2
410,72d1b5ce6c,"And, could it not result in a decline in Postal Service volumes across--the--board?",Nothing will affect Postal Service volumes across--the--board.,en,English,2
412,27dd4fa0c4, Folklore of Ibiza,War history of Ibiza,en,English,2
413,489ba2482b,Chatterbox queried Trudeau about the Dallas Morning News quote.,Trudeau was queried by Chatterbox about his quote.,en,English,0
415,f8f513200d,There are two challengers to these top dogs.,These top dogs face two tough financial challenges.,en,English,1
417,edbabaa933,"ran toward us rather slowly, like people finishing their run.",They ran slowly because they were tired from working out a lot.,en,English,1
418,c461b2cf3c,i've been getting a kick out of those lately,I guess they just don't like me. ,en,English,2
420,00330cdacf,"You've got the keys still, haven't you, Poirot? I asked, as we reached the door of the locked room. ",I had the keys in my pocket.,en,English,1
421,b164be9941,Puppet Shows.,Productions using puppets,en,English,0
422,1ff64bec4d,"Even today, Yanomamo men raid villages, kill men, and abduct women for procreative purposes.",Yanomamo eats food.,en,English,1
425,aadf35db6b,"It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.","A number of these towers, which were built to guard against invasion by Napoleon, were built along the coast in the 19th century.",en,English,0
426,af05290406,um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed,I've only visited the area in the spring.,en,English,1
428,cbccef28bf,"13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).",The executives didn't implement the government performance and results act,en,English,2
429,19874af5f5,Information  Computer Attacks at Department of Defense Pose Increasing Risks,The computer attacks on the Department of Defense are too powerful to handle.,en,English,1
430,0979f1c535,Daniel took it upon himself to explain a few things.,Daniel explained what was happening.,en,English,0
431,5f00c1e411,"The Ile Saint-Louis is an enchanted self-contained island of gracious living, long popular with the more affluent gentry and celebrities of Paris.",The Ile Saint-Louis is adored by the poor in Paris.,en,English,2
434,844346dd31,Kentucky officials say there is a virtual epidemic of abusive relationships in the state.,Kentucky marriages tend to be the healthiest.,en,English,2
435,0c3c0175ac,and uh it that takes so much time away from your kids,Takes you away from your kids because it is more important to you.,en,English,1
437,e6d717a178,"Even if you're the kind of traveler who likes to improvise and be adventurous, don't turn your nose up at the tourist offices.",Tourist officers are a good place to visit even if you're an adventurous tourist.,en,English,0
441,a5fcf2ec8f,He walked out into the street and I followed.,I followed him as he walked.,en,English,0
442,cdfcd41797,"Steps are initiated to allow program board membership to reflect the clienteligible community and include representatives from the funding community, corporations and other partners.",There isn't a fair representation of board members on the program.,en,English,2
443,b6e01c1a07,"Also, the Holy Family are said to have sheltered here on their return from Egypt.",The Holy family spent a total of three days here.,en,English,1
446,5fdb4fdc7f,Complacency came easily after a couple of weeks without capture.,We got complacent after not getting captured for weeks.,en,English,0
447,eb1b46244d,In the other sight he saw Adrin's hands cocking back a pair of dragon-hammered pistols.,He had spotted Adrin preparing to fire his pistols.,en,English,1
449,32cb965cb9,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",en,English,1
450,3a8bd57d8a,Enthusiasm for Disney's Broadway production of The Lion King dwindles.,Audiences for The Lion King on broadway are still turning out in record numbers.,en,English,2
452,07bf51cd35,Fixing current levels of damage would be impossible.,The damage could never be fixed by an artisan.,en,English,1
453,6f014d5342,Allow time in Thirasia to explore Santorini's smaller sibling islands.,Allow time in Thirasia to visit the famous Guy Fieri restaurant.,en,English,2
454,4bb17fa71d,He had forgotten about Adrin.,He had forgotten that Adrin was going to join them.,en,English,1
455,4a9ee8775d,The entire city was surrounded by open countryside with a scattering of small villages.,The whole countryside is scattered with small villages. ,en,English,0
456,52f3522b53,couple of years ago i was thinking about moving to Massachusetts but uh boy i'm glad i didn't,I have never considered moving to Massachusetts.,en,English,2
458,d3e001ddaa,That's what guarantees that people will keep buying tickets as long as the odds are in their favor.,"People will continually purchase tickets, as long as they have a good chance of winning. ",en,English,0
459,ef4a55111e,You will find a number of Mary's personal effects on display.,"On display, you can also find John's personal effects.",en,English,1
460,34e74cb8b4,more of a football powerhouse up there i guess,He's terrible at football there.,en,English,2
461,d7b1ea7e56,yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session,We still have three more weeks of counseling left even if everything seems positive. ,en,English,1
462,253441c9c4,yeah i mean this this Escort even when the head gasket went i mean it would start first time every time,"Once the head gasket went out, the Escort stopped working.",en,English,2
464,7c23262fd6,"As Jon looked at him, Barnam puffed out his chest.",Barnam puffed out his chest when Jon looked at him.,en,English,0
465,f6ab4e677c,"Possibly, but strychnine is a fairly rapid drug in its action. ",Strychnine  is a drug that works very quickly. ,en,English,0
466,9bca269edb,The main attraction of Kom Ombo is the vibrant color still found on the columns in the Hypostyle Hall.,"The Hypostyle Hall is the main sight to see at Kom Ombo, featuring striking colors which are preserved with a chemical agent.",en,English,1
469,4b870bc202,yeah TI people yeah and so i just figured no it's just this area you know,"No, I figured is was all areas.",en,English,2
470,841cb6237c,Scutari is traditionally associated with the name of Florence Nightingale.,Scutari was linked with Florence Nightingale posthumously.,en,English,1
472,19aa7f50e4,Castlerigg near Keswick is the best example.,"The best example would be Castlerigg, which is near Keswick.",en,English,0
473,89d11334a3,The idea that Clinton's approval represents something new and immoral in the country is historically shortsighted.,It's shortsighted to think that Clinton's approval rating is a sign of the nation's immorality.,en,English,0
474,87fe8884c3,The most recent attraction at the pyramid complex is a small museum housing the remains of a solar barque (a cedar longboat) which was found in 1954.,The huge museum houses over 100 longboats which were discovered in 1888.,en,English,2
476,edd5c1681a,and uh my daughter gets irate when i when i do that because you know she's a teenager,My daughter's a teenager and so she gets mad whenever I do that.,en,English,0
478,ed44c37b04,"That's it. The girl looked at him, then passed her hand across her forehead.",The girl touched her forehead.,en,English,0
479,4cccae2080,Citing conservative critics of Brown vs.,Liberal journalists also wrote about this case.,en,English,1
480,0922ae6fe5,Saint-Paul-de-Vence,Saint-Paul-de-Vence is a commune in the Provence-Alpes-Côte-d'Azur region in the department of Alpes-Maritimes in the district of Grasse and canton of Cagnes-sur-Mer-Ouest.,en,English,1
481,ad5afb493a,Weicker has yet to declare his intentions.,Weicker has already declared his intentions to the staff.,en,English,2
482,fdb4baaf42,yeah but uh do you have small kids,It matters not if children are involved.,en,English,2
483,650d73b096,when there was the ball that was sort of hit to Buckner to Buckner,The ball was hit to Buckner and he caught it.,en,English,1
486,892088d99e,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.","I belong to the ideologies of free-marketeers, but theories presented by Smith and Wright shock me since we think so differently.",en,English,1
488,a1306d7f60,"Regulators may not be totally supportive of a more comprehensive business model because they are concerned that the information would be based on a lot of judgment and, therefore, lack of precision, which could make enforcement of reporting standards difficult.",Being totally supportive of a more comprehensive business model is not something regulators may do.,en,English,0
491,4fc0edff09,"As a result of the comments received, AMS changed the proposed rule and it was republished for comment in March 2000.",The proposed rule was changed after AMS saw the comments.,en,English,0
492,a91386062c,Each one planting itself in the sides of Stark's neck.,Stark's neck was hit twice.,en,English,0
493,2238579738,We always knew it was an outside chance.,We were never assured of it happening in time and we knew this full well.,en,English,0
494,be4a343e63,there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it it's interesting that that most people don't realize how small the canal is have you ever been there,The canal is smaller than people expect it to be ,en,English,0
495,8ea8763287,i also use my PC to emulate a mainframe terminal for our IBM mainframe and also to emulate a deck terminal for our deck machine,My PC is used as an emulator for a mainframe terminal.,en,English,0
496,8aeb8b1a8d,Eighty percent of pagers in the United States were knocked out by a satellite malfunction in space.,Pagers in the United States were unaffected by the satellite malfunction.,en,English,2
497,536ab63499,"Because GAO's primary function is to support the Congress in carrying out its decision-making and oversight responsibilities, the number of times our experts testify before congressional panels each year is an indicator of our responsiveness and reflects the impact, importance, and value of our work.",Their main focus to to support Congress.,en,English,0
498,ad3b36fe97,"Their rulers introduced Buddhist and Hindu culture, Brahmin ministers to govern, and an elaborate court ritual.",Buddhist and Hindu culture and elaborate court rituals were instituted by the rulers.,en,English,0
499,660f3301ca,"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates built his castle in the Seattle are because he likes the weather.,en,English,1
502,9419862a0a,yeah uh yeah absolutely and the credit union has nine percent interest so yeah so that's,The credit union has one hundred percent interest so yeah.,en,English,2
504,bc400f6df7,"This is one of the reasons we're growing too weak to fight the Satheri.  ""What's wrong with a ceremony of worship, if you must worship your eggshell?"" Dave asked.","""We shouldn't worship our eggshells, why do we even have ceremonies at all?"" asked Dave.",en,English,2
505,274a1a1121,Leather Wares,The wares are made of leather.,en,English,0
507,6e2440611d,i'm not sure what the overnight low was,I don't know how cold it got last night.,en,English,0
509,2b4923b853,that was good and Poland yeah and i've done some of those yeah i like i like things that are those are a few of the ones i can take of his i like it when they actually are giving you information in a novel format i guess would be the,I like it when they are giving you information in a novel or short story format.,en,English,1
512,f68acec68a,Brit  Now that would be a good debate!,Sanders and Trump would debate well.,en,English,1
513,ace78d40e1,"On Samothrakia you can climb to the summit of Mount Fengari, where the God Poseidon watched the Trojan War reach its tragic climax.",Poseidon was at the summit of Mount Fengari with a view of the climax of the Trojan War.,en,English,0
514,13b45995ef,"You can eat and shop in and around the once-magnificent and heavily fortified Crusader city, with its enormous ramparts and cathedral.",The city has remained abandoned and desolate since ancient times. ,en,English,2
517,4194a8ea4d,"This one-at-a-time, uncoordinated series of regulatory requirements for the power industry is not the optimal approach for the environment, the power generation sector, or American consumers.",The environment and American consumers are better off as a result of this regulation.,en,English,1
520,da48336fe9,These traditional low-drafted craft ply effortlessly and quietly through the water guided by their experienced pilots.,Experienced pilots pilot these low-drafted craft.  ,en,English,0
521,4d56f87efd,He said the Web site will help bridge the digital divide that keeps the poor from using the Internet as a resource.,This website looks to remove an obstacle that poor people face regarding the internet. ,en,English,0
522,42a2d75ee4,NHTSA noted that the only other possible interpretation of section 330 was to treat the phrase standards promulgated . . . prior to the enactment of this section as,"The only other possible interpretation of section 330 was to treat the phrase standards promulgated, as noted by NHTSA.",en,English,0
525,f2d83958e6,It's Legal Aid's commitment to justice.,It is legal aid's dedication to justice every year.,en,English,1
526,fa33731b2c,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data,en,English,2
527,c94c3e194b,"Wagonheim said the program not only will benefit the needy, but also will help improve the public image of lawyers.","Due to the recent scandals, lawyers are in need of positive press locally here.",en,English,1
528,7ba4d648e5,Climate changes had already had the effect of reducing the amount of forest land; the monks accelerated this process by clearing many more acres in order to make room for ever-growing herds of sheep.,The effects of climate change are not being seen today.,en,English,2
529,bf0c68c639,She had spoken with no trace of foreign accent.,She was a foreign secret agent.,en,English,1
531,544e9babbe,De Wit worked from likenesses of actual monarchs to produce his portraits.,De Wit worked from likenesses of monarchs to produce both his portraits and battle scenes.,en,English,1
532,df73228af1,"In its submission, HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule.",HCFA didn't identify any other executive orders because they are lazy.,en,English,1
533,d9234f93b3,"To assist programs with implementing these web sites, the Northwest Justice Project and ProBonoNet in New York are hiring two full-time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community.",The Northwest Justice Project and ProBonoNet in New York will hire more people.,en,English,0
534,b05d1f4902,were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side,A sign displaying both mph and kph.,en,English,0
535,d8a520ec5b,"This number represents the most reliable, albeit conservative, estimate of cases closed in 1999 by LSC grantees.",This is an actual verified number of closed cases.,en,English,0
538,a88c7df7fc,Slate 's Joseph Nocera.,Nocera works for Time.,en,English,2
539,ea7bf51979,looking at that and you know and if it's if it's funny or if it keeps my interest if it's exciting i'll watch it if not i don't and times that i saw that or pieces of that it wasn't any it wasn't great Thirty Something i watched a few times because there was a few good episodes and then after that it it i just lost interest in it,I've never watched Thirty Something because none of the episodes were any good.,en,English,2
542,b6f99cf458,That seems to make up for how he feels about what you did to the Voth.,Nothing could make up for what was done to the Voth. ,en,English,2
546,bfc5724396,"To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.",Senators Fred Thompson requested the study to benefit federal agencies.,en,English,0
548,b8c44ff965,"The mansions have been downgraded to consulates since the capital was transferred to Ankara in 1923, and modern shops and restaurants have sprung up.",The capital had been located in the city of Ankara once before.,en,English,1
549,b8af901eb2,"In 1982, Wallace won his last race for governor with a quarter of the black votes cast in the Democratic primary, a fact alluded to in a written epilogue at the end of the film.",Wallace was reelected as governor of Illinois.,en,English,1
550,26b2abe32d,"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence was shocked.,en,English,1
555,dfd2cd7962,"Despite huge projected increases in food production, per capita food consumption in South Asia, the Middle East, and the less-developed nations of Africa will scarcely improve or will actually decline below present inadequate levels.",African nations do not need food to survive. ,en,English,2
556,1b6488f041,And now they here put him in a coma.',They have put him in a coma now.,en,English,0
559,b681491f36,"3)  Dare you rise to the occasion, like Raskolnikov, and reject the petty rules that govern lesser men?",Would you rise up and reject any rules that come up,en,English,0
560,b1c68ffc30,so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it,I tied the car up for four nights but I had heartburn the entire time.,en,English,2
562,5f1e9669d9,and uh i know what nothing is when i moved out there,I discovered what nothing was when I moved out there.,en,English,0
565,894547d4d9,well uh what do you think about taxes do you think we're paying too much,Our taxes seem too high. ,en,English,1
566,64efe8d261,"But there are two kinds of  the pleasure of doing, and the pleasure of not doing; the pleasure of indulging, and the pleasure of abstinence.",There is only one basic form of pleasure.,en,English,2
570,b7b1f686a1,The conspiracy-minded allege that the chains also leverage their influence to persuade the big publishers to produce more blockbusters at the expense of moderate-selling books.,"Most people who read a book, tend to watch a film adaptation of it.",en,English,1
571,34fe3bf8ea,"Well, we will come in and interview the brave Dorcas."" Dorcas was standing in the boudoir, her hands folded in front of her, and her grey hair rose in stiff waves under her white cap. ",Dorcas will be asked questions and is brave with Grey hair. ,en,English,0
573,218c1a9db3,"Very well ”but it's all extremely mysterious. We were running into Tadminster now, and Poirot directed the car to the ""Analytical Chemist."" Poirot hopped down briskly, and went inside. ",Poirot sped right past the Analytical Chemist.,en,English,2
574,30ca1180a3,"(The Ramseys buried their daughter in Atlanta, then vacationed in Sea Island, Ga.) This absence, some speculate, gave the Ramseys time to work out a story to explain their innocence.",The Ramseys went on vacation to relieve themselves of killing their daughter.,en,English,1
577,67a3982639,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.",Colorful woodblock prints and scroll paintings can be found in a variety of stores and markets. ,en,English,0
579,1623427e4a,A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).,"An investigative journalism cover story, investigated how the Pentagon disposes of surplus weapons.",en,English,0
580,4248704400,I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.,I hope that no key parties take steps to address problems.,en,English,2
581,35544f9911,"The movie doesn't come to much, though.",This movie did not exceed my expectations.,en,English,0
582,47222157c1,well no see i'm from a town named Panhandle,I'm from a town named Toronto.,en,English,2
584,c10985619c,"To the northwest of the chateau, the Grand Trianon palace, surrounded by pleasantly unpompous gardens, was the home of Louis XIV's mistress, Madame de Maintenon, where the aging king increasingly took refuge.",Louis XIV was married to Madame de Maintenon on the chateau.,en,English,2
585,7198eca964,"Dinosaurs poked around the remains; twitchy little scavengers, fighting over scraps.",Dinosaurs fought over the scraps.,en,English,0
586,00f8cc9e45,"Do you think Mrs. Inglethorp made a will leaving all her money to Miss Howard? I asked in a low voice, with some curiosity. ",I tried to speak up but fear prevented me.,en,English,2
588,e4a4cfa08d,"First, the horsemen brought out a teaser horse.","First, the horsemen brought out a teaser horse because the main horse has not arrived yet.",en,English,1
589,1ab2305ae2,"For example, the first number in Column (10) shows that in FY 1997, the volume of mail sent by households to other households represented 6.6 percent of total First-Class volume.",Mail sent between households make up 6.6 percent of the total First-Class volume.,en,English,0
590,708733c8e8,"Yes, it does, admitted Tuppence.","Tuppence admitted that no, it didn't.",en,English,2
596,0507bacc1f,'Would you like some tea?',Are you thirsty for iced tea?,en,English,1
598,65702a104a,you know and he he was talking about that he was talking about nobody went broke over paying thirty percent,He talked about how everybody who paid 30 percent eventually went broke.,en,English,2
599,85d0609fd8,"Since the rules were issued as interim rules and not as general notices of proposed rulemaking, they are not subject to the Unfunded Mandates Reform Act of 1995.",The rules were  not issued as interim rules but rather general notices of proposed rulemaking.,en,English,2
601,d56099a94a,and they're fairly close to the water aren't they i mean they're right on the late,They're a distance from the water aren't they.,en,English,2
604,aaffc1d88f,The baker was not jolly.,The baker wasn't happy.,en,English,0
607,1271cdd000,The experiment lasted only until Ahkenaten's death when almost all records relating to the King were destroyed.,The experiment ended with Ahkenaten's death when he was stabbed.,en,English,1
608,e24a706300,Snap Judgment,Judgments take a long time to make.,en,English,2
610,b236b2a8a6,"Cruises are available from the Bhansi Ghat, which is near the CityPalace.",You can take a cruise from Bhansi Ghat.,en,English,0
611,d5d512c77c,"I ordered Better Sexual Techniques , Advanced Sexual Techniques , Making Sex Fun , and Advanced Oral Sex Techniques (priced about $11.",There was a discount for the orders I made.,en,English,1
612,f3081cb064,well and i i noticed since we moved down here to Texas my husband is originally from Texas but uh i'm not and that you don't have to have uh such a wide variety of seasonal clothes that you do up north where you have to,"My husband is originally from Texas, and is used to not having a wide variety of seasonal clothes.",en,English,0
614,23b73b4b17,"Therefore, the number of boilermakers may actually grow more quickly than what was assumed.",The number of boilermakers increases at a rate of 1.26.,en,English,1
615,3a1bff7d40,"You claimed to be a repairman for such devices.""  Hanson bent to study it again, using a diamond lens one of the warlocks handed him.","Hanson leaned in to examine it again, through a diamond lens.",en,English,0
616,4c05b57f5c,We briefly discussed the Nazi angle,We looked for more evidence about the Nazi angle.,en,English,1
618,8a45c28725,"Two bronze lions, carrying out feng shui principles, guard its doors.",Feng shui is a Chinese philosophy centered around architecture and placement of objects and furniture.,en,English,1
622,5659a75c20,"My bottom line is that I would recommend the book to students and colleagues and I hope it does well, despite its anti-intellectual p.c.","I can't stomach this book, so I'm not going to recommend it",en,English,2
623,9711e9187f,Closed on Friday.,Open on Friday.,en,English,2
625,c864d632be,"Every fresh circumstance seems to establish it more clearly.""",Every new thing seems to disprove it.,en,English,2
627,814ecfd0d4,you know we keep a couple hundred dollars um if that much charged on those which isn't too bad it's just your normal,"We have money on there, which isn't great",en,English,2
630,97d264f388,You're the Desert Ghost.,You're the Desert Ghost from the sand dunes.,en,English,1
632,c22590283a,The finest is the huge conical-roofed Tomb/Pillar of Absalom (King David's son).,"The tomb/pillar of Absalom is small and modest, despite its historical significance.",en,English,2
633,62a92617d5,"The University of Nevada-Las Vegas boasts a student population over 23,000 (though, like most of the people in Las Vegas, they are commuters).",The University of Nevada doesn't allow students to commute.,en,English,2
634,9d7a2c3acd,but i've lived up here all my life and i'm fifty eight years old so i i could,I have my family here living with me.,en,English,1
636,98bf1df25a,oh that might be kind of interesting is it,I'm not sure if it will actually be interesting.,en,English,1
637,843a5631a0,"I see, said Tuppence thoughtfully.","""I can't comprehend it,"" said Tuppence fitfully.",en,English,2
638,f0b10e297c,"But when he was persuaded by divers means to help us, he gave up after one week, declaring it beyond his powers.","He solved the issue within seven days, because he was so smart.",en,English,2
639,46c4b22b02,now that's a good idea,That's a really bad idea.,en,English,2
640,f718a06ae9,"By seeding packs with a few high-value cards, the manufacturer is encouraging kids to buy Pokemon cards like lottery tickets.","The manufacturer has devised a clever way of getting kids to keep buying card packs even when they have piles of them by only having a few, random rare cards per pack.",en,English,0
641,8b43708ece,The two programs are currently housed in buildings about a block apart.,The two buildings are on opposite sides of the city.,en,English,2
643,8e8a0cde6d,oh really yeah i've i've never seen either one of them,I have no idea what they look like.,en,English,1
644,e2b84abd78,"David Cope, a professor of music at the University of California at Santa Cruz, claims to have created a 42 nd Mozart symphony.",Music Professor David Cope says he has created Mozart's 42nd symphony.,en,English,0
647,dad3652214,There would be little benefit to national saving from allowing early access to mandatory accounts with set contribution levels-which has been proposed for Social Security (see Q4.,There would be little benefit to national saving,en,English,0
649,6188687170,LASNNY is one of the oldest and most cost-effective legal services organizations in the United States.,LASNNY is an old legal services organization in Los Angeles.,en,English,1
650,249b8a8120,Black professionals braid their hair to display their ethnic pride.,Blacks proudly braid their hair.,en,English,0
651,7062c476e9,"The Irish Architectural Archive, a library of architectural materials, is at number 73 on the south side of the square.",Next to the library on the south side of the square the Irish Architectural Archive can be found.,en,English,1
652,0c81cd62bf,"Disney CEO Eisner, who's actually underrated as a pop-culture maven (he was responsible for Happy Days and Welcome Back, Kotter ), insists that ABC's downturn is cyclical and that it will soon return to life.",Disney's CEO thinks ABC's downturn is cyclical. ,en,English,0
654,b4f92a3c68,"Most of it, I couldn't even begin to identify.",I knew everything there.,en,English,2
655,22d0760b3a,"The interior of the palace is very dark, and the use of flash is forbidden, so photographers should think twice before paying the extra fee for bringing in a camera or video equipment.","Think hard about whether or not you want to bring a camera, there is an extra fee and no flash allowed.",en,English,0
656,9eea5ef193,There were beads of perspiration on his brow.,The building sweat on his brow reflected the sunlight brightly.,en,English,1
657,5472827b6a,"Madam Regent attended church and the mission schools (which you can still visit in Honolulu) and burned images of the old Hawaiian gods, while Kamehameha II entertained lavishly in the company of his wives.",There are no mission schools left in Honolulu.,en,English,2
658,d279a8eb90,"But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their Golden Years.",Not many couples with kids can save up for retirement.,en,English,0
660,57be0a9157,"After the high emotion of de Gaulle's march down the Champs-Elys??es, the business of post-war reconstruction, though boosted by the generous aid of the Americans' Mar?­shall Plan, proved arduous, and the wartime alliance of de Gaulle's conservatives and the Communist Party soon broke down.","Though the Marshall Plan was designed to help other countries, it failed to fulfill its purpose with the Communists.",en,English,1
663,5b1acf1f10,"It is, as you see, highly magnified. ","As you can see, it is not magnified.",en,English,2
664,86fd5e5420,i don't know how what it would take to be come up with a true perfect system or if one exists but,I don't know if one exists but I will do my best to research the matter.,en,English,1
665,d3a643bf22,"Mr. Erlenborn attended undergraduate courses at the University of Notre Dame, Indiana University, the University of Illinois, and Loyala University of Chicago.",Mr. Erlenborn earned all of his undergraduate credits at the University of Notre Dame.,en,English,2
669,51c1ec6014,Where are you going?,I'm curious as to where you're going.,en,English,0
671,a8e7dfda86,i mean that's a real attractive option if you have the the technology for it all it was was you know i mean she just used a phone modem and she was like she was sitting in the office,The phone modem was easy to set up and use. ,en,English,1
672,c148b97bbb,Took forever.,Lasted two years,en,English,2
673,f760cb7fb9,"Despite their 17th-century origins, these gardens avoid the rigid geometry of the Tuileries and Ver?­sailles.",These gardens contain more than a dozen types of orchids.,en,English,1
675,70fdfe8f91,He could make quite an issue out of the need to determine the characteristic impedance of their sky.,He had no reason to make an issue of the situation.,en,English,2
678,a4f7d5fd88,"Indeed, said San'doro.",No way! She yelled.,en,English,2
679,37949fd3ab,"3 It should be noted that the toxicity (LC50) of a sample observed in a range-finding test may be significantly different from the toxicity observed in the follow-up chronic definitive test  (1) the definitive test is longer; and (2) the test may be performed with a sample collected at a different time, and possibly differing significantly in the level of toxicity.",The toxicity of a sample in the range-finding test might be very different from the toxicity in the follow-up test because solutions change depending on temperature.,en,English,1
680,89ce49ff71,yep that's what he's worried about the trees or a bush because lilac bushes they they grow fast some people uh would really like to have them and then the people that do have them they spread and they sprout all over their their lawn,He's worried about the trees because the lilac bushes grow so fast they could wrap around them.,en,English,1
